# build=c162833edc6059a2e5122e3a8e8dfb0a46a3e9f3 driver=Tries/response-curve-matrix/model/harness/drive.py cell=D-L scale=coarse date=2026-09-07 push_driver=sp-loadcontrol
# ONE ELEMENT, ONE GAUSS POINT, EVERY COMMITTED STEP.  Element tag 4047 (index 4046, material tag 1) at centroid (+1.2500, +0.2500, -0.2500) m; Gauss point 5 of 8, ONE-BASED, natural (+0.577350, -0.577350, -0.577350), physical (+1.1057, +0.1057, -0.1057) m
# how it was chosen: top element row (max centroid z), first centroid outboard of the measured footprint x_max, smallest y; Gauss point nearest small x, small y, large z.  S8g: the band is one element wide in the row that owns the free surface and its peak sits at the first element wholly outside the loaded region
# the point number is `count = 4i + 2j + k + 1` over the 2x2x2 loop of LadrunoBrick.cpp:667 with sg = -+1/sqrt(3) (LadrunoBrick.cpp:86-87), and the physical position is the trilinear map of the connectivity S0 handed to `ops.element` unpermuted, with shp3d's node corners (SRC/element/brick/shp3d.cpp:50-103).  It is COMPUTED, not assumed: apeGmsh's hex order puts nodes 0-3 on the x_min face, so the natural axes do not line up with x, y, z
# sig*/eps* are the COMMITTED 6-vectors at that Gauss point, read through `eleResponse(tag, 'material', N, 'stress'|'strain')` — `LadrunoBrick::setResponse`'s `material` branch forwards to the point's own `ManzariDafalias::setResponse`, so this is a PER-GAUSS-POINT read and NOT an element average (the element's own `stress` response returns all 8 points, 48 numbers, and is not an average either)
# THE ERROR SPLIT IS RECONSTRUCTED HERE, NOT EXPOSED BY THE MATERIAL.  `implexDetail` carries only the three RATIOS: implex_err = ||sigma~ - sigma_impl|| / den, implex_err_dev and implex_err_vol the two legs of the exact identity ||d_sigma||^2 = ||d_dev||^2 + 3(dp)^2 over the same den.  There is no slot for the numerator, for den, or for sigma~ beside sigma_impl (confirmed by the ADR 92 author, 2026-09-07).  den = ||sigma_impl||_contr + P_atm*||eps||_contr in the DOUBLED-SHEAR contravariant norm on BOTH terms (LadrunoSANISAND.cpp:1533-1555), with eps the NEW committed strain measured after the base commit (:2014) — which is exactly the sig*/eps* on this row.  So numerator = implex_err * den, offline and exact
# P_atm and p_min AS USED are in run.json's `declared.material_as_used`; nothing here retypes them
# columns absent on this build are NaN and are never inferred; available at S4: detail, refusals, stress, strain
step,s_over_B,implex_err,implex_err_dev,implex_err_vol,clamp_fired,clamp_count,implex_f,ref_total,ref_sign_change,ref_control,ref_companion,sig11,sig22,sig33,sig12,sig23,sig13,eps11,eps22,eps33,eps12,eps23,eps13
77,0.0028,0.000652242906677,0.000647444370048,7.89721280194e-05,0,0,1,784,0,784,0,-20.2798225046,-13.9569247346,-37.7512284446,0.0278257015868,-0.172341858665,13.9586915253,0.000344679234782,0.00033074523789,-0.000901542923483,1.29451561867e-05,-2.37530251794e-05,0.00509063858576
78,0.00286666667,0.000626089901195,0.000621475983015,7.58694069671e-05,0,0,1,784,0,784,0,-20.6286942929,-14.1199625195,-38.2653737683,0.0292527264523,-0.174807969602,14.3184912101,0.000348411823875,0.00033817387361,-0.000913781236408,1.34505102749e-05,-2.40960037927e-05,0.00520534260181
79,0.00293333333,0.000594461894898,0.000589877269826,7.36868443372e-05,0,0,1,784,0,784,0,-20.9782577955,-14.2827352725,-38.7780733447,0.0307474174698,-0.177221194269,14.678494049,0.000351972054469,0.000345591186796,-0.000925787889029,1.39550782567e-05,-2.44373242079e-05,0.00531967449975
80,0.003,0.000556847920096,0.000552247388416,7.14312823868e-05,0,0,1,1052,0,1052,0,-21.3286852237,-14.4454696634,-39.2898842236,0.0327035543717,-0.179235124233,15.038916321,0.000355373812932,0.000352999850139,-0.00093758353109,1.44575181344e-05,-2.47790671407e-05,0.00543364809463
81,0.00306666667,0.000504756616806,0.000499748658955,7.09261593598e-05,0,0,1,1052,0,1052,0,-21.6799379474,-14.6080281617,-39.8008733921,0.0343105752769,-0.181585034387,15.3997227045,0.000358634539267,0.00036040239337,-0.000949188233538,1.49612191056e-05,-2.51234600078e-05,0.00554728391741
82,0.00313333333,0.000467718873059,0.000462519212862,6.95479830706e-05,0,0,1,1052,0,1052,0,-22.032113163,-14.7706056112,-40.3114255771,0.0360248497989,-0.183870192231,15.7610885015,0.000361770026429,0.000367796983453,-0.000960618793535,1.54629210539e-05,-2.5474285405e-05,0.00566059764859
83,0.0032,0.000422396511215,0.000416723389448,6.89958649001e-05,0,0,1,1052,0,1052,0,-22.3852062108,-14.9331871249,-40.8217276126,0.0375314414808,-0.186355033446,16.1230551673,0.000364798406559,0.000375184202288,-0.000971894853654,1.59626812182e-05,-2.58282601877e-05,0.00577360713211
84,0.00326666667,0.000387705502102,0.000381639143435,6.8316327175e-05,0,0,1,1052,0,1052,0,-22.7389701764,-15.0957231713,-41.331538839,0.039267092371,-0.188657736322,16.4855572393,0.000367736457334,0.000382561484647,-0.000983029374966,1.64621290286e-05,-2.61849522288e-05,0.00588632299012
85,0.00333333333,0.000340974752391,0.000334202320238,6.7620935483e-05,0,0,1,1052,0,1052,0,-23.0933737106,-15.2582266912,-41.8410106467,0.0411286475393,-0.190876004866,16.8486478255,0.000370601485819,0.000389928458862,-0.000994040155954,1.69612002361e-05,-2.65461544321e-05,0.00599877056486
86,0.0034,0.000331341583789,0.000324809907554,6.54657857371e-05,0,0,1,1304,0,1304,0,-23.4484405891,-15.4206703754,-42.3501893208,0.0427527519081,-0.193302358959,17.212310669,0.000373401545267,0.00039727959419,-0.00100493073035,1.74570480589e-05,-2.69075364863e-05,0.00611095068392
87,0.00346666667,0.000302818450472,0.000295834036384,6.46624841972e-05,0,0,1,1304,0,1304,0,-23.8039410568,-15.5829210704,-42.8587761235,0.0441300178937,-0.19595417604,17.5764271215,0.000376146519696,0.000404614489867,-0.0010157090204,1.79542183293e-05,-2.72660615244e-05,0.00622287771063
88,0.00353333333,0.000299891401495,0.000293388248566,6.21143163341e-05,0,0,1,1304,0,1304,0,-24.16005048,-15.7452849038,-43.3671904383,0.0461134178747,-0.198044958352,17.9412239635,0.000378841723797,0.000411927751844,-0.00102637871495,1.84489523101e-05,-2.76192526586e-05,0.00633455511917
89,0.0036,0.000286912812548,0.000280548519286,6.00956764712e-05,0,0,1,1304,0,1304,0,-24.5166178426,-15.9074855561,-43.8751187408,0.0476733415745,-0.200490453149,18.306490127,0.000381491713845,0.000419217118767,-0.0010369406897,1.89399602692e-05,-2.79666737374e-05,0.00644598713131
90,0.00366666667,0.000287599650476,0.000281698670674,5.79604856278e-05,0,0,1,1304,0,1304,0,-24.8736803188,-16.0696940458,-44.382642518,0.0496230942099,-0.202545759647,18.6723251999,0.000384095193886,0.000426480649101,-0.00104739347076,1.94270152123e-05,-2.83042720795e-05,0.00655717553717
91,0.00373333333,0.000286602039783,0.000281326384726,5.4737505105e-05,0,0,1,1304,0,1304,0,-25.2311965935,-16.2317471768,-44.8896004127,0.0511798965523,-0.204903469932,19.0386048262,0.000386650203888,0.00043371577371,-0.001057732661,1.99092202252e-05,-2.86304059541e-05,0.00666812190627
92,0.0038,0.000289088921883,0.000284277676325,5.25224475727e-05,0,0,1,1556,0,1556,0,-25.589286005,-16.3937482818,-45.3961741316,0.0525200765519,-0.207402275762,19.4054117906,0.000389153959975,0.000440921734573,-0.00106795684366,2.03860544214e-05,-2.89440235556e-05,0.00677882663933
93,0.00386666667,0.000293736228965,0.000289426299647,5.01337139978e-05,0,0,1,1556,0,1556,0,-25.9479097088,-16.5558117877,-45.9023331524,0.054460223227,-0.209303690856,19.7727888665,0.00039160391223,0.000448098455595,-0.00107806448727,2.08566932669e-05,-2.92445659776e-05,0.00688928594369
94,0.00393333333,0.00029885622147,0.000295127258846,4.70631724124e-05,0,0,1,1556,0,1556,0,-26.3071623686,-16.7178135112,-46.4080700301,0.0560143603709,-0.211493419529,20.1406677804,0.000393993236428,0.000455245487113,-0.00108804939209,2.1321585671e-05,-2.95314696861e-05,0.00699949972112
95,0.004,0.000300295049567,0.00029688966643,4.50959284362e-05,0,0,1,1556,0,1556,0,-26.6669894438,-16.8797388302,-46.9132786619,0.057407848419,-0.21376458439,20.5090116807,0.000396318180483,0.000462364844846,-0.00109791014209,2.17794644579e-05,-2.98050009389e-05,0.0071094657314
96,0.00406666667,0.000302154889429,0.000299088881348,4.29350469814e-05,0,0,1,1556,0,1556,0,-27.0275195901,-17.0417384674,-47.4181680383,0.0590931305325,-0.215722696141,20.8779464162,0.000398574074887,0.000469458467863,-0.0011076463251,2.223228375e-05,-3.00659776781e-05,0.00721918581549
97,0.00413333333,0.000304123922085,0.000301371016657,4.08273230073e-05,0,0,1,1556,0,1556,0,-27.3887155828,-17.2036403639,-47.9226148233,0.0601785712992,-0.218152325248,21.247336348,0.000400760534294,0.000476525725011,-0.00111725683133,2.26756495476e-05,-3.03147653333e-05,0.00732865444099
98,0.0042,0.000311063034228,0.000308679525896,3.84338595019e-05,0,0,1,1800,0,1800,0,-27.7507243126,-17.3657709808,-48.4269762871,0.0620741663197,-0.219808895276,21.6174297103,0.0004028738645,0.000483571251819,-0.00112674595875,2.31131817681e-05,-3.05534242784e-05,0.00743786522221
99,0.00426666667,0.000307420979831,0.000305216016093,3.6753807437e-05,0,0,1,1800,0,1800,0,-28.1136116895,-17.527909904,-48.9312466725,0.0633497994135,-0.22199158637,21.988103714,0.000404912331572,0.000490597636436,-0.00113611480882,2.35438145388e-05,-3.07853690698e-05,0.00754681737452
100,0.00433333333,0.000306438661557,0.00030438940661,3.53799723128e-05,0,0,1,1800,0,1800,0,-28.4774954759,-17.6903569882,-49.4357702989,0.0652103797628,-0.223614877754,22.3595895127,0.000406877908655,0.000497606257121,-0.00114536950069,2.39680085624e-05,-3.10117790963e-05,0.00765550975474
101,0.0044,0.000297163708581,0.000295230561915,3.38405822782e-05,0,0,1,1800,0,1800,0,-28.8422579499,-17.8528389603,-49.9403006383,0.0665855458799,-0.225666776936,22.7316866402,0.000408771553173,0.000504601089185,-0.00115451380266,2.43883770594e-05,-3.12345620773e-05,0.00776394229458
102,0.00446666667,0.00029149197821,0.000289629144108,3.29018577602e-05,0,0,1,1800,0,1800,0,-29.2079505045,-18.0154427195,-50.4449822308,0.067737658519,-0.227907628547,23.1044700167,0.000410595865237,0.000511583233984,-0.00116355266618,2.48039316865e-05,-3.14549552143e-05,0.00787211631344
103,0.00453333333,0.0002866450645,0.000284851257773,3.2018025351e-05,0,0,1,1800,0,1800,0,-29.5745603098,-18.1782663772,-50.9498848135,0.0692493041513,-0.229820413658,23.4780023325,0.000412354515174,0.000518553533137,-0.00117249146035,2.52166408121e-05,-3.16740336266e-05,0.00798003153545
104,0.0046,0.000280061358668,0.000278370772676,3.0725844804e-05,0,0,1,2028,0,2028,0,-29.9422099644,-18.3413592079,-51.4552654821,0.0708047705721,-0.231693133059,23.8523656116,0.000414051727656,0.000525512240574,-0.00118133641177,2.5626311044e-05,-3.18926103304e-05,0.00808768962415
105,0.00466666667,0.000269963517775,0.000268339015856,2.95714980788e-05,0,0,1,2028,0,2028,0,-30.3107484268,-18.5046078783,-51.9608832269,0.0723604328584,-0.233584701997,24.2274473527,0.000415689163151,0.00053246128125,-0.00119009020571,2.60357337531e-05,-3.21125467824e-05,0.00819509505673
106,0.00473333333,0.000263886926817,0.000262283532002,2.90458083967e-05,0,0,1,2028,0,2028,0,-30.6803208459,-18.6680773869,-52.46703907,0.0736919660191,-0.23569047726,24.6033482253,0.000417271960378,0.000539400441094,-0.00119875946586,2.6443233465e-05,-3.23340596255e-05,0.00830224955173
107,0.0048,0.000259177593126,0.000257657092285,2.80329729715e-05,0,0,1,2028,0,2028,0,-31.0509316371,-18.8318701484,-52.9738203774,0.0752717517373,-0.23758669637,24.9801410003,0.000418803965984,0.000546329392278,-0.00120734868593,2.6849269132e-05,-3.25580257931e-05,0.00840915443498
108,0.00486666667,0.000243652340954,0.000242039387272,2.7989252605e-05,0,0,1,2028,0,2028,0,-31.4222822821,-18.9957080386,-53.4806706588,0.0766100583235,-0.239732324253,25.3575461145,0.000420287575529,0.00055324737359,-0.0012158565173,2.72580358005e-05,-3.27836915841e-05,0.0085158192195
109,0.00493333333,0.000244243409891,0.000242751660516,2.69531926043e-05,0,0,1,2028,0,2028,0,-31.794683055,-19.1598926822,-53.9881946849,0.0781854034021,-0.241667653953,25.735870073,0.000421725727343,0.000560152731391,-0.00122428802397,2.76648549554e-05,-3.3011088442e-05,0.00862224523061
110,0.005,0.000235894866459,0.000234494902161,2.56618175922e-05,0,0,1,2232,0,2232,0,-32.1679986257,-19.3242876124,-54.4961950257,0.0796596668506,-0.243712479214,26.1149854374,0.00042312238679,0.000567044332349,-0.00123264531088,2.80738279492e-05,-3.32376506956e-05,0.0087284350866
111,0.00506666667,0.000229865314527,0.000228466481926,2.53205343407e-05,0,0,1,2232,0,2232,0,-32.5422329133,-19.4889141249,-55.004677955,0.0811548575153,-0.245749838839,26.494909574,0.00042447843528,0.000573922850015,-0.00124093023031,2.84821477479e-05,-3.34652250809e-05,0.00883439333924
112,0.00513333333,0.000230804976675,0.000229504107891,2.44704253925e-05,0,0,1,2232,0,2232,0,-32.9173810457,-19.6538478795,-55.5136400321,0.0830669335075,-0.247408531304,26.8756747787,0.000425794504457,0.000580785421488,-0.00124914112518,2.88925396195e-05,-3.36896930092e-05,0.00894011928728
113,0.0052,0.000221721053229,0.00022049743836,2.32616663597e-05,0,0,1,2232,0,2232,0,-33.2934279259,-19.8189330987,-56.0230716443,0.0844537927002,-0.249541077712,27.2571928583,0.000427074262208,0.000587631800845,-0.0012572814631,2.92990365535e-05,-3.39134418551e-05,0.00904561770092
114,0.00526666667,0.000217519772552,0.000216308754913,2.29210383567e-05,0,0,1,2232,0,2232,0,-33.6703501418,-19.9842379915,-56.5329088597,0.0858695549604,-0.251649070584,27.6394895901,0.000428316841502,0.000594460850691,-0.00126534940336,2.97063984043e-05,-3.41335743683e-05,0.00915089382171
115,0.00533333333,0.000219793624224,0.000218720192976,2.1695954323e-05,0,0,1,2232,0,2232,0,-34.0481546722,-20.1497163685,-57.0431455134,0.0870366053738,-0.253969902504,28.0225299285,0.000429520790439,0.000601273977504,-0.00127334532156,3.01125520898e-05,-3.43487151075e-05,0.00925594340418
116,0.0054,0.000213892445724,0.000212820121447,2.13909851363e-05,0,0,1,2416,0,2416,0,-34.4268036092,-20.3155264474,-57.5537935209,0.0889492480082,-0.255587912364,28.4064087072,0.000430688050044,0.000608069124157,-0.00128126964916,3.05166069182e-05,-3.45591968544e-05,0.00936077397749
117,0.00546666667,0.000212017104777,0.000211053610813,2.0189751878e-05,0,0,1,2416,0,2416,0,-34.8063567865,-20.4814576483,-58.0648628544,0.0901130254413,-0.257874293633,28.7910035237,0.000431818954483,0.000614845963767,-0.00128912255817,3.09161485384e-05,-3.47656458034e-05,0.00946538444221
118,0.00553333333,0.000208640235304,0.000207686550369,1.99259776096e-05,0,0,1,2416,0,2416,0,-35.1867689754,-20.6476757544,-58.5763265927,0.0917714699979,-0.259692619829,29.1764060522,0.000432912571561,0.000621604934426,-0.00129690398273,3.13147913735e-05,-3.49666494322e-05,0.00956977897955
119,0.0056,0.00020247111949,0.000201526400102,1.95362301757e-05,0,0,1,2416,0,2416,0,-35.5680500344,-20.8140492775,-59.0881757537,0.0930349185413,-0.261853856006,29.5625360534,0.000433970111665,0.000628347388363,-0.00130461637777,3.17093408438e-05,-3.51635916412e-05,0.00967396058512
120,0.00566666667,0.000205755424905,0.00020498484533,1.77906734728e-05,0,0,1,2416,0,2416,0,-35.9501952478,-20.9806297123,-59.6003710412,0.0943286028294,-0.263961612914,29.9494155932,0.000434987908368,0.000635073166001,-0.00131225668377,3.21013206069e-05,-3.53539831003e-05,0.00977792731668
121,0.00573333333,0.000207266319757,0.000206564063759,1.70474299835e-05,0,0,1,2416,0,2416,0,-36.333447027,-21.1477171142,-60.1134889381,0.0964017988695,-0.265327777443,30.3373590893,0.000435970276864,0.000641783740645,-0.00131983391314,3.24897165106e-05,-3.55392718005e-05,0.00988167725232
122,0.0058,0.000195795914795,0.000195026903162,1.73362998827e-05,0,0,1,2600,0,2600,0,-36.7174888383,-21.3147781234,-60.6267735933,0.0973640232917,-0.267715993086,30.7258644635,0.000436916437011,0.000648476606547,-0.00132734063607,3.28758423424e-05,-3.57213807838e-05,0.00998521864339
123,0.00586666667,0.000198047295653,0.000197370520689,1.63587554041e-05,0,0,1,2600,0,2600,0,-37.1025249784,-21.4822760704,-61.1407494581,0.0991315481096,-0.269333282999,31.1153375158,0.000437826796676,0.000655153864918,-0.00133478285141,3.32598187836e-05,-3.58974340689e-05,0.0100885509259
124,0.00593333333,0.000187738693746,0.000186992824723,1.6718272388e-05,0,0,1,2600,0,2600,0,-37.4883448978,-21.6499252967,-61.6549981742,0.100847913728,-0.270994304539,31.5054995167,0.000438702332231,0.000661816734808,-0.00134216037021,3.36436079044e-05,-3.60692988534e-05,0.0101916788511
125,0.006,0.000183958095769,0.000183300440473,1.5541220068e-05,0,0,1,2600,0,2600,0,-37.8750103576,-21.8177128728,-62.169639911,0.102153903394,-0.273028111045,31.8963780323,0.000439544492085,0.000668465000259,-0.0013494753929,3.40242830238e-05,-3.62396277206e-05,0.0102946054004
126,0.00606666667,0.000184898272615,0.000184276853829,1.51463645516e-05,0,0,1,2600,0,2600,0,-38.2626387143,-21.9858266267,-62.6848959955,0.103798530017,-0.274749656656,32.2881414348,0.000440352233807,0.000675100277586,-0.00135673004167,3.44063674663e-05,-3.64060687096e-05,0.0103973306828
127,0.00613333333,0.000180684786689,0.000180069669953,1.48965131396e-05,0,0,1,2600,0,2600,0,-38.6511701469,-22.1540179578,-63.2005903485,0.104567027778,-0.277286591275,32.6805972291,0.0004411252572,0.000681724415021,-0.00136392482066,3.47872594154e-05,-3.65712282804e-05,0.0104998561042
128,0.0062,0.000179817450139,0.000179251169483,1.42595095859e-05,0,0,1,2784,0,2784,0,-39.0406435411,-22.3226273897,-63.7169723548,0.106134155676,-0.27908378933,33.0740023153,0.000441868456175,0.000688334606124,-0.00137106370056,3.51673943475e-05,-3.67352157099e-05,0.0106021831257
129,0.00626666667,0.000173858925179,0.00017328494443,1.41157322911e-05,0,0,1,2784,0,2784,0,-39.4308779143,-22.4915001981,-64.2337238324,0.108303896595,-0.280311496308,33.4681775162,0.000442582174959,0.000694932922185,-0.00137814759856,3.55446831771e-05,-3.68984249398e-05,0.0107043134845
130,0.00633333333,0.000172188814991,0.000171651854137,1.35878246821e-05,0,0,1,2784,0,2784,0,-39.8220837428,-22.6604762906,-64.7510999343,0.109401757149,-0.282554375965,33.8631028063,0.000443266721206,0.000701520858119,-0.0013851793519,3.59224066502e-05,-3.7061472192e-05,0.01080624814
131,0.0064,0.000164263771685,0.000163661395107,1.40546945865e-05,0,0,1,2784,0,2784,0,-40.2141485344,-22.8297863907,-65.2690438398,0.111069330936,-0.284271871591,34.2588904756,0.000443926486461,0.000708094925181,-0.00139215988932,3.62980670621e-05,-3.72259576044e-05,0.010907995457
132,0.00646666667,0.000171474795192,0.000171062748565,1.18802962698e-05,0,0,1,2784,0,2784,0,-40.6072509647,-22.9994357238,-65.787825959,0.112665782644,-0.28605317625,34.6556163062,0.000444559628062,0.000714657084963,-0.00139909137243,3.66701967833e-05,-3.73911861142e-05,0.0110095458799
133,0.00653333333,0.000167968746098,0.000167539429566,1.20016334967e-05,0,0,1,2784,0,2784,0,-41.0014905323,-23.1694040785,-66.3075739528,0.11383371081,-0.288255533587,35.0533083453,0.000445167041049,0.000721206688605,-0.00140597454728,3.70422404898e-05,-3.7557458973e-05,0.0111109034011
134,0.0066,0.000167553966631,0.000167132009388,1.18837355859e-05,0,0,1,2960,0,2960,0,-41.3967042614,-23.3397692309,-66.8281189984,0.115495198172,-0.289996571252,35.4519487619,0.000445751222888,0.000727743575515,-0.00141281122663,3.74133091461e-05,-3.77230235909e-05,0.0112120657239
135,0.00666666667,0.000159649641557,0.000159254295526,1.12284195626e-05,0,0,1,2960,0,2960,0,-41.7924070576,-23.5101546967,-67.3486355945,0.117108218996,-0.291782036144,35.8510776177,0.00044631147467,0.000734269526474,-0.00141959875693,3.77799355623e-05,-3.7891092306e-05,0.011313033604
136,0.00673333333,0.000165627379079,0.000165297062022,1.04551416751e-05,0,0,1,2960,0,2960,0,-42.1891912464,-23.6808349948,-67.8700224725,0.118311588773,-0.293953158407,36.2511223137,0.000446846235017,0.000740782651473,-0.00142633832468,3.81462835802e-05,-3.80573879336e-05,0.0114138078401
137,0.0068,0.000159326844182,0.000158951637338,1.09279579369e-05,0,0,1,2960,0,2960,0,-42.5868738698,-23.8518606563,-68.3920788138,0.120002886252,-0.295696453414,36.6520487291,0.000447357223774,0.000747285030823,-0.0014330327851,3.85156909313e-05,-3.82237289864e-05,0.0115143926937
138,0.00686666667,0.000159989752095,0.000159708310477,9.48558590514e-06,0,0,1,2960,0,2960,0,-42.9855880914,-24.0232034488,-68.9149751222,0.121473657595,-0.29763188189,37.0538922895,0.000447844897179,0.000753773840642,-0.00143968107612,3.88815878343e-05,-3.8389722002e-05,0.0116147878447
139,0.00693333333,0.000156706472314,0.000156408315562,9.66215753131e-06,0,0,1,2960,0,2960,0,-43.3852316709,-24.1947712305,-69.4385399618,0.122606354778,-0.299905176512,37.4565435014,0.000448309517829,0.00076025033628,-0.00144628382342,3.92476425006e-05,-3.85564862725e-05,0.0117149942615
140,0.007,0.000162452142062,0.000162212930609,8.81269559692e-06,0,0,1,3132,0,3132,0,-43.7858931416,-24.3668118971,-69.9629984546,0.124488831176,-0.301467870283,37.8602094307,0.000448751062393,0.000766714920667,-0.00145284313938,3.96128213823e-05,-3.87210929727e-05,0.0118150071496
141,0.00706666667,0.000148606893454,0.000148314393668,9.31930324031e-06,0,0,1,3132,0,3132,0,-44.1872771983,-24.5389410768,-70.4877873268,0.125971169061,-0.303423958956,38.2645028816,0.000449169763369,0.000773168862888,-0.00145935743804,3.99774928091e-05,-3.88871515793e-05,0.0119148362699
142,0.00713333333,0.000150815133816,0.000150563208594,8.71348412806e-06,0,0,1,3132,0,3132,0,-44.5895901318,-24.7112805119,-71.0132368883,0.126963508192,-0.305844849606,38.6695881098,0.000449566239471,0.000779609997156,-0.00146582703787,4.03419794214e-05,-3.90527897714e-05,0.0120144814438
143,0.0072,0.000148671588506,0.00014842326339,8.58930226497e-06,0,0,1,3132,0,3132,0,-44.9929539948,-24.8841209139,-71.5396541158,0.128816344615,-0.307471869194,39.0757425342,0.000449940816901,0.000786041178005,-0.00147225689937,4.07081875345e-05,-3.92172243085e-05,0.0121139477153
144,0.00726666667,0.000150540684401,0.000150325605519,8.04425168552e-06,0,0,1,3132,0,3132,0,-45.3970137594,-25.0571528706,-72.0663409354,0.130969106489,-0.308814032156,39.4825542115,0.000450290563063,0.000792460520441,-0.00147863931512,4.10745700674e-05,-3.93798283967e-05,0.0122132274705
145,0.00733333333,0.000144209048062,0.000144003383374,7.69903369981e-06,0,0,1,3132,0,3132,0,-45.802227093,-25.2304371609,-72.5940488215,0.132076307494,-0.311143095179,39.890301858,0.000450618729853,0.000798867510718,-0.00148498017125,4.14358313072e-05,-3.9545469743e-05,0.0123123317878
146,0.0074,0.000149189631174,0.000149022002077,7.07028618353e-06,0,0,1,3304,0,3304,0,-46.2084516811,-25.4041272909,-73.1225926223,0.133664706715,-0.313024381936,40.2990106945,0.000450923233423,0.0008052637194,-0.00149127886113,4.17978780799e-05,-3.97088292652e-05,0.0124112531834
147,0.00746666667,0.000145736744985,0.000145571659365,6.93475511947e-06,0,0,1,3304,0,3304,0,-46.6156542772,-25.5781623085,-73.6519019487,0.135434170891,-0.314747801188,40.7086226554,0.000451204398221,0.000811648313752,-0.00149753459842,4.21609392912e-05,-3.98712038079e-05,0.0125099946049
148,0.00753333333,0.00014386212568,0.00014369911434,6.84658623038e-06,0,0,1,3304,0,3304,0,-47.0238340326,-25.7523287306,-74.1819375141,0.136138002563,-0.317468325613,41.1189942447,0.000451463075297,0.000818023466505,-0.00150374991058,4.2523035812e-05,-4.00316782498e-05,0.0126085557744
149,0.0076,0.000149029604518,0.000148865984908,6.98151559464e-06,0,0,1,3304,0,3304,0,-47.4326961736,-25.9268576561,-74.7123530963,0.13808798977,-0.319030379315,41.5301613498,0.000451701074521,0.000824386758655,-0.00150992318271,4.28862010641e-05,-4.0191601585e-05,0.0127069455371
150,0.00766666667,0.000141153528357,0.000141004321862,6.48843464001e-06,0,0,1,3304,0,3304,0,-47.8425022168,-26.101674299,-75.2434906986,0.140020874405,-0.320609075885,41.9421731956,0.000451917239355,0.000830739973658,-0.00151605657883,4.32499529828e-05,-4.03496306305e-05,0.0128051565656
151,0.00773333333,0.000135918007337,0.000135789421888,5.91080550887e-06,0,0,1,3304,0,3304,0,-48.2533568289,-26.2767897477,-75.7755366088,0.141472596267,-0.322649804852,42.3551034185,0.000452113619392,0.000837082037997,-0.001522152056,4.36125689905e-05,-4.05079297665e-05,0.0129031957762
152,0.0078,0.000133959465466,0.000133819621424,6.11942070432e-06,0,0,1,3460,0,3460,0,-48.6651725795,-26.4521360712,-76.3083554332,0.142454155432,-0.325134356927,42.7688610719,0.000452291564071,0.000843413370694,-0.00152821067458,4.3975722071e-05,-4.06638086279e-05,0.0130010629396
153,0.00786666667,0.000128425076531,0.00012826350205,6.4400561884e-06,0,0,1,3460,0,3460,0,-49.0777281516,-26.6278077831,-76.8416901274,0.144199268779,-0.3269139185,43.1834224752,0.000452453288219,0.000849733618412,-0.0015342333378,4.43376591539e-05,-4.08214970514e-05,0.0130987639034
154,0.00793333333,0.000130698773853,0.000130568946863,5.82405372172e-06,0,0,1,3460,0,3460,0,-49.4911844788,-26.8038148103,-77.3757482075,0.146227411691,-0.328428998907,43.5988554633,0.000452597612587,0.000856043423856,-0.00154022067989,4.47003709931e-05,-4.09776038954e-05,0.0131962952682
