# build=c162833edc6059a2e5122e3a8e8dfb0a46a3e9f3 driver=Tries/response-curve-matrix/model/harness/drive.py cell=D-L scale=coarse date=2026-09-07 k=1.000000e-02 rate=None path=static
# push driver: sp-loadcontrol — the fork's own idiom (`Ladruno_files/testbed/hypo_bearing/bearing_backbone.py`, `sanisand_tau0_band.py`): `loadConst -time uz0` at the S4 settlement datum, a `Linear` series, `sp <platen node> 3 1.0`, and `integrator LoadControl -ds` a step on the SP platen.  PSEUDO-TIME IS THE SETTLEMENT, so `ops_Dt` is d(s) — positive, monotone, and smaller under subdivision rather than turned round — which is the clock ADR 92 D2's default `-implexDt pseudo` is correct on, and which leaves the D2 sign-change guard live as a limit-point detector.
# `time` on this curve is PSEUDO-TIME AND PSEUDO-TIME IS THE SETTLEMENT: it is a metre, it starts at the S4 datum uz0 and it walks down by ds a step, so s_m = uz0 - time exactly.  It is NOT a load factor and NOT a second.  `Q_check_kN` is the summed PLATEN reaction, not `getTime()`; `Q_kN` is the base-reaction difference and is unchanged in meaning from every other leg
# integrator: newton   ladder=strict   element=LadrunoBrick   rungs=Newton:25:x1.0|NewtonLineSearch:40:x1.0   `relaxed` is the index of the rung that carried the step
# tangent: TanType 2 -- 2 = mCep_Consistent, the CONSISTENT (algorithmic) tangent -- unsymmetric under non-associated flow, which is why `system Pardiso` at its default unsymmetric mtype 11 is the declared solver
# test: NormUnbalance declared 1e-05, absolute 5.997400e-02 -- RELATIVE to the model's own weight: 1e-05 x W_ref = 5.997400e-02 kN, with W_ref = 5997.4000 kN (gamma' * V on the ndf-3 twin + surcharge 700.0000 kN).  The same relative number is the same physical requirement on every mesh of the refinement sequence, which is the whole reason it is declared this way (ADR 90 section 1.2.2)
# stress update: IMPL-EX (`-implex` -implexControl 0.1 0.01 -maxSubsteps 20000).  Every global iteration sees a LINEAR EXTRAPOLATION from the last committed step; the true substepped return runs ONCE, at commitState, and the committed state is always the implicit one.  dt source: `pseudo` (the fork's default, ADR 92 D2)
# READ THIS BEFORE QUOTING A LIMIT POINT off this curve: it satisfies equilibrium with the EXTRAPOLATED stress, not the implicit one, so a peak, plateau or capacity here IS NOT EVIDENCE ON ITS OWN.  Confirm it on the implicit material, over the OVERLAP ONLY (two arms disagreeing past where the implicit run reaches proves nothing either way), and quote `implex_err_max` beside the verdict.  IMPL-EX is a REGULARIZER whose parameter is the STEP SIZE and which carries NO LENGTH, so no band width and no post-peak branch off this curve is mesh-independent (guide sect. 8 and What it does not do)
# implex_err_max = max |implexError| over EVERY SANISAND Gauss point at that row's commit -- a true max, not a sample, because the point about to be wrong is the one under the footing edge
# residual pressure: -Presidual 1.01 kPa on EVERY `LadrunoSANISAND` tag of this leg -- THE VANILLA TWIN: 1.01 kPa is vanilla `ManzariDafalias`'s own hardcoded 1.0e-2 * P_atm (ManzariDafalias.cpp:836), measured bit-identical to vanilla over 400 rows at G1, so this is vanilla's soil reached through the class that carries `-implex`.  -Pmin 0.0101 kPa
# subdivision budget: 80 failed attempts, CUMULATIVE over the whole push and never repaid on a success; ds halves on each and regrows to ds_max after 6 successes, ds_min 6.25e-06 m
# ladder strict: the sheet's KrylovNewton rung at TEN TIMES the declared tolerance is DROPPED, so no state on this curve was committed at a tolerance the leg did not declare.  `relaxed` can only be 0 or 1 here; on a full-ladder curve it can be 2
# element: the DRAINED ndf-3 `LadrunoBrick` TWIN — the same mesh, the same material and the same footing with the pressure DOF REMOVED and the buoyant unit weight applied directly as -b 0 0 -9.81 (a FORCE PER UNIT VOLUME).  `p_min_kPa` is NaN on every row BY CONSTRUCTION; the cavitation detector and the far-field pore-pressure gate are SKIPPED with a reason, and the base-reaction gate is recomputed at gamma'*V
# ring point: element tag 4047 at centroid (+1.250, +0.250, -0.250) m, Gauss point 5 of 8 at (+1.1057, +0.1057, -0.1057) m.  top element row (max centroid z), first centroid outboard of the measured footprint x_max, smallest y; Gauss point nearest small x, small y, large z.  S8g: the band is one element wide in the row that owns the free surface and its peak sits at the first element wholly outside the loaded region
# ring_clamp_fired = implexDetail[3], the p_min clamp inside the EXTRAPOLATED update on this step at that one point; ring_clamp_count = implexDetail[4], the same clamp's cumulative count; ring_ref_* = the four implexRefusals slots (total, D2 pseudo-time sign change, past -implexControl, companion hit -maxSubsteps).  THE LEDGER IS PROCESS-WIDE and the clamp census is ONE POINT: a rise in the ledger on a step where this clamp fired is evidence about this point, and a rise on a step where it did not is evidence that the refusal was somewhere else
step,time,s_m,s_over_B,Q_kN,k_norm,k_norm_firststep,Q_check_kN,Rz_base_kN,p_min_kPa,ds_m,relaxed,cum_iter,wall_s,implex_err_max,ring_clamp_fired,ring_clamp_count,ring_ref_total,ring_ref_sign_change,ring_ref_control,ring_ref_companion
107,-0.00821019404,0.0072,0.0048,516.376519,1.29992531,0.633630231,516.379308,6513.77652,nan,0.0001,0,245,288.443434,0.000631244916,0,0,2028,0,2028,0
108,-0.00831019404,0.0073,0.00486666667,523.504176,1.29988463,0.633610403,523.50691,6520.90418,nan,0.0001,0,247,291.412796,0.00065810947,0,0,2028,0,2028,0
109,-0.00841019404,0.0074,0.00493333333,530.639148,1.29986638,0.633601508,530.641873,6528.03915,nan,0.0001,0,249,294.343619,0.000645320777,0,0,2028,0,2028,0
110,-0.00851019404,0.0075,0.005,537.781614,1.29986962,0.633603085,537.784291,6535.18161,nan,0.0001,0,253,300.418663,0.000647623466,0,0,2232,0,2232,0
111,-0.00861019404,0.0076,0.00506666667,544.931502,1.29989342,0.63361469,544.93412,6542.3315,nan,0.0001,0,255,303.955035,0.000653144618,0,0,2232,0,2232,0
112,-0.00871019404,0.0077,0.00513333333,552.089021,1.29993696,0.633635913,552.091587,6549.48902,nan,0.0001,0,257,306.894686,0.000641801775,0,0,2232,0,2232,0
113,-0.00881019404,0.0078,0.0052,559.253949,1.29999941,0.63366635,559.25653,6556.65395,nan,0.0001,0,259,309.87179,0.00064683405,0,0,2232,0,2232,0
114,-0.00891019404,0.0079,0.00526666667,566.426433,1.30007998,0.633705624,566.428935,6563.82643,nan,0.0001,0,261,312.812663,0.000625804904,0,0,2232,0,2232,0
115,-0.00901019404,0.008,0.00533333333,573.606885,1.300178,0.633753405,573.609393,6571.00688,nan,0.0001,0,263,315.801953,0.000618310448,0,0,2232,0,2232,0
116,-0.00911019404,0.0081,0.0054,580.795005,1.30029279,0.633809357,580.797458,6578.195,nan,0.0001,0,267,321.926075,0.000627459371,0,0,2416,0,2416,0
117,-0.00921019404,0.0082,0.00546666667,587.991352,1.30042376,0.633873196,587.99379,6585.39135,nan,0.0001,0,269,324.947485,0.000623378735,0,0,2416,0,2416,0
118,-0.00931019404,0.0083,0.00553333333,595.195661,1.30057031,0.633944631,595.198076,6592.59566,nan,0.0001,0,271,327.941866,0.000614155422,0,0,2416,0,2416,0
119,-0.00941019404,0.0084,0.0056,602.407858,1.30073187,0.634023377,602.410288,6599.80786,nan,0.0001,0,273,330.904765,0.00061237904,0,0,2416,0,2416,0
120,-0.00951019404,0.0085,0.00566666667,609.628508,1.30090794,0.634109199,609.630849,6607.02851,nan,0.0001,0,275,333.889882,0.000602845235,0,0,2416,0,2416,0
121,-0.00961019404,0.0086,0.00573333333,616.856921,1.30109797,0.634201828,616.859221,6614.25692,nan,0.0001,0,277,336.88318,0.000587461001,0,0,2416,0,2416,0
122,-0.00971019404,0.0087,0.0058,624.094117,1.30130156,0.634301065,624.096446,6621.49412,nan,0.0001,0,281,342.987222,0.000610243452,0,0,2600,0,2600,0
123,-0.00981019404,0.0088,0.00586666667,631.339067,1.30151819,0.634406659,631.341335,6628.73907,nan,0.0001,0,283,346.020669,0.000613451543,0,0,2600,0,2600,0
124,-0.00991019404,0.0089,0.00593333333,638.592061,1.30174741,0.634518388,638.594328,6635.99206,nan,0.0001,0,285,349.170801,0.000590914726,0,0,2600,0,2600,0
125,-0.010010194,0.009,0.006,645.853915,1.30198886,0.634636081,645.856101,6643.25392,nan,0.0001,0,287,352.189193,0.0005973685,0,0,2600,0,2600,0
126,-0.010110194,0.0091,0.00606666667,653.123824,1.30224213,0.634759531,653.125967,6650.52382,nan,0.0001,0,289,355.232198,0.000605071541,0,0,2600,0,2600,0
127,-0.010210194,0.0092,0.00613333333,660.4015,1.30250676,0.634888524,660.403706,6657.8015,nan,0.0001,0,291,358.211163,0.000593662011,0,0,2600,0,2600,0
128,-0.010310194,0.0093,0.0062,667.687238,1.30278238,0.635022871,667.689363,6665.08724,nan,0.0001,0,295,364.267786,0.00058745577,0,0,2784,0,2784,0
129,-0.010410194,0.0094,0.00626666667,674.98101,1.30306861,0.635162389,674.983111,6672.38101,nan,0.0001,0,297,367.301838,0.000596138076,0,0,2784,0,2784,0
130,-0.010510194,0.0095,0.00633333333,682.282315,1.30336503,0.635306878,682.284345,6679.68232,nan,0.0001,0,299,370.289895,0.000587477929,0,0,2784,0,2784,0
131,-0.010610194,0.0096,0.0064,689.592451,1.3036714,0.635456211,689.594514,6686.99245,nan,0.0001,0,301,373.260659,0.0005909584,0,0,2784,0,2784,0
132,-0.010710194,0.0097,0.00646666667,696.909888,1.3039873,0.635610192,696.911928,6694.30989,nan,0.0001,0,303,376.349787,0.000585637545,0,0,2784,0,2784,0
133,-0.010810194,0.0098,0.00653333333,704.235932,1.30431248,0.635768695,704.237898,6701.63593,nan,0.0001,0,305,379.40147,0.000592517357,0,0,2784,0,2784,0
134,-0.010910194,0.0099,0.0066,711.569563,1.30464659,0.635931552,711.571514,6708.96956,nan,0.0001,0,309,385.489161,0.000580595049,0,0,2960,0,2960,0
135,-0.011010194,0.01,0.00666666667,718.910497,1.30498927,0.636098589,718.912408,6716.3105,nan,0.0001,0,311,388.554328,0.000585899879,0,0,2960,0,2960,0
136,-0.011110194,0.0101,0.00673333333,726.2598,1.30534029,0.63626969,726.261704,6723.6598,nan,0.0001,0,313,391.540607,0.000575515896,0,0,2960,0,2960,0
137,-0.011210194,0.0102,0.0068,733.616976,1.30569937,0.636444719,733.618844,6731.01698,nan,0.0001,0,315,394.560615,0.00058754436,0,0,2960,0,2960,0
138,-0.011310194,0.0103,0.00686666667,740.981767,1.30606623,0.636623536,740.983637,6738.38177,nan,0.0001,0,317,397.593453,0.00057796735,0,0,2960,0,2960,0
139,-0.011410194,0.0104,0.00693333333,748.354552,1.30644061,0.636806024,748.356388,6745.75455,nan,0.0001,0,319,400.632488,0.000574878544,0,0,2960,0,2960,0
140,-0.011510194,0.0105,0.007,755.735882,1.30682234,0.63699209,755.737664,6753.13588,nan,0.0001,0,323,406.723607,0.000581476876,0,0,3132,0,3132,0
141,-0.011610194,0.0106,0.00706666667,763.124479,1.30721112,0.637181597,763.126267,6760.52448,nan,0.0001,0,325,409.735373,0.000569609862,0,0,3132,0,3132,0
142,-0.011710194,0.0107,0.00713333333,770.521826,1.30760681,0.637374469,770.523598,6767.92183,nan,0.0001,0,327,412.787004,0.000579653257,0,0,3132,0,3132,0
143,-0.011810194,0.0108,0.0072,777.92661,1.30800914,0.637570583,777.928358,6775.32661,nan,0.0001,0,329,415.841914,0.000576301595,0,0,3132,0,3132,0
144,-0.011910194,0.0109,0.00726666667,785.340073,1.30841799,0.637769869,785.341842,6782.74007,nan,0.0001,0,331,418.903969,0.000587184471,0,0,3132,0,3132,0
145,-0.012010194,0.011,0.00733333333,792.761747,1.30883316,0.63797224,792.76349,6790.16175,nan,0.0001,0,333,421.970688,0.000586234553,0,0,3132,0,3132,0
146,-0.012110194,0.0111,0.0074,800.191559,1.30925449,0.638177609,800.1932,6797.59156,nan,0.0001,0,337,428.100095,0.000568647695,0,0,3304,0,3304,0
147,-0.012210194,0.0112,0.00746666667,807.629347,1.30968178,0.638385887,807.631019,6805.02935,nan,0.0001,0,339,431.188994,0.000574311811,0,0,3304,0,3304,0
148,-0.012310194,0.0113,0.00753333333,815.07517,1.31011488,0.638596992,815.076826,6812.47517,nan,0.0001,0,341,434.231723,0.00056410217,0,0,3304,0,3304,0
149,-0.012410194,0.0114,0.0076,822.528999,1.3105536,0.638810842,822.530662,6819.929,nan,0.0001,0,343,437.244,0.000581862067,0,0,3304,0,3304,0
150,-0.012510194,0.0115,0.00766666667,829.991258,1.31099782,0.639027373,829.992824,6827.39126,nan,0.0001,0,345,440.294582,0.000572730747,0,0,3304,0,3304,0
151,-0.012610194,0.0116,0.00773333333,837.461285,1.31144738,0.639246501,837.462894,6834.86128,nan,0.0001,0,347,443.316506,0.000589655357,0,0,3304,0,3304,0
152,-0.012710194,0.0117,0.0078,844.939414,1.31190211,0.639468156,844.940999,6842.33941,nan,0.0001,0,351,449.459389,0.000583682294,0,0,3460,0,3460,0
153,-0.012810194,0.0118,0.00786666667,852.425729,1.3123619,0.639692274,852.42727,6849.82573,nan,0.0001,0,353,452.472857,0.000602880747,0,0,3460,0,3460,0
154,-0.012910194,0.0119,0.00793333333,859.919707,1.31282658,0.639918776,859.921232,6857.31971,nan,0.0001,0,355,455.504137,0.00060248739,0,0,3460,0,3460,0
