# build=c162833edc6059a2e5122e3a8e8dfb0a46a3e9f3 driver=Tries/response-curve-matrix/model/harness/drive.py cell=D-L scale=coarse date=2026-09-07 push_driver=sp-loadcontrol
# ONE ELEMENT, ONE GAUSS POINT, EVERY COMMITTED STEP.  Element tag 4047 (index 4046, material tag 1) at centroid (+1.2500, +0.2500, -0.2500) m; Gauss point 5 of 8, ONE-BASED, natural (+0.577350, -0.577350, -0.577350), physical (+1.1057, +0.1057, -0.1057) m
# how it was chosen: top element row (max centroid z), first centroid outboard of the measured footprint x_max, smallest y; Gauss point nearest small x, small y, large z.  S8g: the band is one element wide in the row that owns the free surface and its peak sits at the first element wholly outside the loaded region
# the point number is `count = 4i + 2j + k + 1` over the 2x2x2 loop of LadrunoBrick.cpp:667 with sg = -+1/sqrt(3) (LadrunoBrick.cpp:86-87), and the physical position is the trilinear map of the connectivity S0 handed to `ops.element` unpermuted, with shp3d's node corners (SRC/element/brick/shp3d.cpp:50-103).  It is COMPUTED, not assumed: apeGmsh's hex order puts nodes 0-3 on the x_min face, so the natural axes do not line up with x, y, z
# sig*/eps* are the COMMITTED 6-vectors at that Gauss point, read through `eleResponse(tag, 'material', N, 'stress'|'strain')` — `LadrunoBrick::setResponse`'s `material` branch forwards to the point's own `ManzariDafalias::setResponse`, so this is a PER-GAUSS-POINT read and NOT an element average (the element's own `stress` response returns all 8 points, 48 numbers, and is not an average either)
# THE ERROR SPLIT IS RECONSTRUCTED HERE, NOT EXPOSED BY THE MATERIAL.  `implexDetail` carries only the three RATIOS: implex_err = ||sigma~ - sigma_impl|| / den, implex_err_dev and implex_err_vol the two legs of the exact identity ||d_sigma||^2 = ||d_dev||^2 + 3(dp)^2 over the same den.  There is no slot for the numerator, for den, or for sigma~ beside sigma_impl (confirmed by the ADR 92 author, 2026-09-07).  den = ||sigma_impl||_contr + P_atm*||eps||_contr in the DOUBLED-SHEAR contravariant norm on BOTH terms (LadrunoSANISAND.cpp:1533-1555), with eps the NEW committed strain measured after the base commit (:2014) — which is exactly the sig*/eps* on this row.  So numerator = implex_err * den, offline and exact
# P_atm and p_min AS USED are in run.json's `declared.material_as_used`; nothing here retypes them
# columns absent on this build are NaN and are never inferred; available at S4: detail, refusals, stress, strain
step,s_over_B,implex_err,implex_err_dev,implex_err_vol,clamp_fired,clamp_count,implex_f,ref_total,ref_sign_change,ref_control,ref_companion,sig11,sig22,sig33,sig12,sig23,sig13,eps11,eps22,eps33,eps12,eps23,eps13
76,0.00243333333,0.000127835590481,0.000123592053915,3.26640842942e-05,0,0,1,600,0,600,0,-14.1974217875,-11.4238757815,-27.2273977179,0.0211544323162,-0.134968042524,7.45425677854,0.00043675503029,0.000284086896623,-0.00095378060668,1.23343034108e-05,-2.98762206608e-05,0.00456762245339
77,0.00246666667,0.000124873665104,0.00012069707078,3.20257605935e-05,0,0,1,600,0,600,0,-14.306980927,-11.4823078254,-27.3872429153,0.0219982908204,-0.135780300601,7.56452478347,0.000440851046962,0.000287819988715,-0.000962501303997,1.2677631824e-05,-3.01844144787e-05,0.00462864745565
78,0.0025,0.000121614333601,0.000117454969673,3.1533731721e-05,0,0,1,600,0,600,0,-14.4163450194,-11.5405296792,-27.5464116785,0.0228514109003,-0.136582087731,7.67457272934,0.000444912661043,0.00029154932613,-0.000971166999911,1.30217586174e-05,-3.04913920979e-05,0.00468962461757
79,0.00253333333,0.000119477846578,0.000115369796118,3.10606820069e-05,0,0,1,600,0,600,0,-14.5254824965,-11.5985145181,-27.7048348765,0.023739369314,-0.137356845007,7.78438914775,0.000448939793299,0.000295274974964,-0.000979777322342,1.33685153601e-05,-3.07972088028e-05,0.00475055715672
80,0.00256666667,0.00011729670736,0.000113302161659,3.03502507573e-05,0,0,1,608,0,608,0,-14.6344928685,-11.6562804673,-27.8626955633,0.0242181979164,-0.138456852711,7.89398945346,0.000452935058631,0.000298995226374,-0.000988334660389,1.37133111288e-05,-3.11029186443e-05,0.0048114439336
81,0.0026,0.000119936180856,0.00011617801763,2.97885162107e-05,0,0,1,608,0,608,0,-14.743368857,-11.7139724411,-28.0200406796,0.0251643706635,-0.139174643495,8.003446714,0.00045689719449,0.000302710307695,-0.00099683892853,1.40588139215e-05,-3.14076816257e-05,0.00487228612753
82,0.00263333333,0.000110809029956,0.000106806769931,2.95119470159e-05,0,0,1,608,0,608,0,-14.8520811665,-11.7714219082,-28.17676354,0.0257599086013,-0.140175685376,8.1126795236,0.000460828799438,0.000306420257487,-0.00100529161542,1.44035120302e-05,-3.17125821732e-05,0.00493308609805
83,0.00266666667,0.000109473998758,0.000105562069066,2.90035511355e-05,0,0,1,608,0,608,0,-14.9606124041,-11.8287074221,-28.3328865942,0.0264992904186,-0.141057741057,8.22172403799,0.000464730194687,0.000310125582602,-0.00101369406981,1.47478708224e-05,-3.20176997177e-05,0.0049938411659
84,0.0027,0.000110362880237,0.000106661754197,2.8341410089e-05,0,0,1,608,0,608,0,-15.0689283609,-11.88579876,-28.4883312639,0.0273925927343,-0.141807436678,8.33056252237,0.000468600580247,0.000313825958942,-0.00102204479652,1.50924728315e-05,-3.23214610233e-05,0.00505455215255
85,0.00273333333,0.00010856409514,0.000104940579429,2.78143405928e-05,0,0,1,608,0,608,0,-15.1771659804,-11.9427657474,-28.6433496857,0.0281950271265,-0.142630673342,8.4392436421,0.000472440539247,0.000317522026079,-0.00103034707624,1.54369702888e-05,-3.2624975968e-05,0.0051152178282
86,0.00276666667,0.000105485471579,0.000101844335727,2.74757346494e-05,0,0,1,616,0,616,0,-15.2852704534,-11.9995427042,-28.79783433,0.0287829530293,-0.14363003354,8.54773167325,0.000476251248919,0.000321213914283,-0.00103860140609,1.57832631937e-05,-3.29272886297e-05,0.00517583852522
87,0.0028,0.000105569239959,0.000102045644608,2.70471965661e-05,0,0,1,616,0,616,0,-15.3932493153,-12.0562477692,-28.9518626144,0.0297385821166,-0.144322219057,8.65608587236,0.000480033844065,0.00032490035675,-0.00104680862831,1.61288453558e-05,-3.32291837011e-05,0.00523641457186
88,0.00283333333,0.000103022341542,9.95667582858e-05,2.64587131431e-05,0,0,1,616,0,616,0,-15.501106913,-12.1127607968,-29.1053888233,0.0303766570642,-0.145271565243,8.7642474488,0.000483788823002,0.000328582073723,-0.00105496949281,1.64747709355e-05,-3.35296921599e-05,0.00529694399707
89,0.00286666667,9.76750246399e-05,9.40891528525e-05,2.6222924206e-05,0,0,1,616,0,616,0,-15.6087582155,-12.1690889517,-29.258308337,0.0311115515862,-0.146138735936,8.87221195732,0.000487517505951,0.000332259505027,-0.00106308511967,1.68206919555e-05,-3.38296877267e-05,0.00535742743723
90,0.0029,9.7170290062e-05,9.36921385538e-05,2.57652565281e-05,0,0,1,616,0,616,0,-15.7163239533,-12.2253211131,-29.4108133117,0.0319416164781,-0.146928686556,8.98004416564,0.000491218681369,0.000335932538488,-0.00107115596465,1.7168561322e-05,-3.41285352901e-05,0.00541787088727
91,0.00293333333,9.86215304872e-05,9.53500109469e-05,2.51909048678e-05,0,0,1,616,0,616,0,-15.8237597239,-12.2814046897,-29.5628409725,0.0326977088614,-0.147778102322,9.08770474243,0.000494893955066,0.000339600001901,-0.00107918199989,1.7516716573e-05,-3.44271595858e-05,0.0054782668855
92,0.003,0.000148552890741,0.000124969398397,8.03156946807e-05,0,0,2,616,0,616,0,-16.0395788427,-12.3943448649,-29.8684957303,0.0342489653941,-0.149448173515,9.30342671131,0.000502216202053,0.00034693010082,-0.00109518544308,1.82161693774e-05,-3.50201750126e-05,0.00559900572548
93,0.00306666667,0.000193493425599,0.000162969040651,0.000104311061443,0,0,1,616,0,616,0,-16.2553941639,-12.5071690759,-30.1736274895,0.0355369705659,-0.151327225496,9.51895151545,0.00050950245258,0.000354250542699,-0.001111098243,1.8913906385e-05,-3.56110451693e-05,0.00571965250474
94,0.00313333333,0.000227212268873,0.000204233249043,9.95700512798e-05,0,0,1,616,0,616,0,-16.4694831764,-12.6185998412,-30.4750077613,0.0371468201142,-0.152913743363,9.73334986483,0.000516739188463,0.000361555425428,-0.00112687769404,1.9612320636e-05,-3.61972405658e-05,0.00584018050096
95,0.0032,0.000277473145867,0.000261216441985,9.35805381179e-05,0,0,1,616,0,616,0,-16.6817157434,-12.7284110711,-30.7722390147,0.0384304919277,-0.154734529092,9.94641876685,0.000523908793337,0.000368839990817,-0.00114250058409,2.03120514896e-05,-3.67754338645e-05,0.00596055831721
96,0.00326666667,0.000320189949142,0.000307695871978,8.85711798476e-05,0,0,1,616,0,616,0,-16.8930328786,-12.8374787501,-31.0670367603,0.0401181983775,-0.156188376285,10.1587012482,0.000530998362357,0.000376098661658,-0.00115796417818,2.10120164015e-05,-3.73441965768e-05,0.00608077008279
97,0.00333333333,0.000346521244153,0.000336167850423,8.40722843263e-05,0,0,1,616,0,616,0,-17.1041788935,-12.9462521062,-31.3606518735,0.041534366974,-0.157844573639,10.3705234338,0.000537998604312,0.000383331318961,-0.00117327014112,2.17114469035e-05,-3.79041731776e-05,0.00620080291154
98,0.0034,0.000365661458295,0.00035674461681,8.02594571325e-05,0,0,1,892,0,892,0,-17.3155220633,-13.0550486063,-31.6537042872,0.0429498111744,-0.159478626112,10.5821069425,0.000544900416334,0.00039053810205,-0.00118841578487,2.24102008637e-05,-3.84543133611e-05,0.00632065196733
99,0.00346666667,0.000375928069172,0.000367931468728,7.71255308637e-05,0,0,1,892,0,892,0,-17.5267746204,-13.1636454926,-31.9456235677,0.0445015357105,-0.160974268098,10.7932914925,0.000551696461404,0.000397720644371,-0.00120339218111,2.3108662264e-05,-3.89944514362e-05,0.00644031151184
100,0.00353333333,0.000385001217368,0.000377902218914,7.3592460989e-05,0,0,1,892,0,892,0,-17.7379985735,-13.271969812,-32.236431413,0.0455909343207,-0.162832024567,11.0040499166,0.000558380674644,0.000404879695172,-0.00121819518638,2.38052658295e-05,-3.95258588231e-05,0.00655977955296
101,0.0036,0.000387054143956,0.000380455955565,7.11630257132e-05,0,0,1,892,0,892,0,-17.9489187001,-13.3799883037,-32.5256907566,0.047328211735,-0.164122048758,11.2143291774,0.000564948038165,0.000412017366744,-0.00123281986366,2.45016469772e-05,-4.00477718681e-05,0.00667905885972
102,0.00366666667,0.000385771402854,0.000379598742204,6.87340539808e-05,0,0,1,892,0,892,0,-18.1595286395,-13.4874721494,-32.8132515856,0.0485254757918,-0.165844006493,11.4240055023,0.000571395201877,0.00041913509949,-0.00124726370015,2.51981944664e-05,-4.05616535193e-05,0.00679815317727
103,0.00373333333,0.000389833338947,0.000384122447896,6.64829089092e-05,0,0,1,892,0,892,0,-18.3699367819,-13.594695153,-33.0994069399,0.0502879936607,-0.167065977933,11.6332525476,0.000577719704856,0.000426235039796,-0.00126152980783,2.58916770928e-05,-4.10690158661e-05,0.00691706379419
104,0.0038,0.000364702260914,0.000358851988848,6.5061426475e-05,0,0,1,1152,0,1152,0,-18.5802516885,-13.7015586208,-33.3842900584,0.0515955176491,-0.168666178366,11.8420556722,0.00058392529456,0.000433319743497,-0.00127562554693,2.6584774532e-05,-4.15735926445e-05,0.00703580565192
105,0.00386666667,0.000347372904835,0.000341477488505,6.37264455173e-05,0,0,1,1152,0,1152,0,-18.7904268556,-13.8081641274,-33.6679287227,0.0531929013739,-0.170013349884,12.0504763725,0.000590016614181,0.000440391280333,-0.00128955846155,2.72774254584e-05,-4.2075700481e-05,0.00715438596689
106,0.00393333333,0.000318836886561,0.000312563030604,6.29389555945e-05,0,0,1,1152,0,1152,0,-19.0006091731,-13.9145426039,-33.9506250009,0.0545078329741,-0.171597900863,12.2585799135,0.000596004224756,0.000447449972833,-0.00130334158036,2.7967766203e-05,-4.25786422796e-05,0.00727281597513
107,0.004,0.000291630642873,0.000284932962467,6.21420852749e-05,0,0,1,1152,0,1152,0,-19.2107528305,-14.0207590078,-34.2324368923,0.0559950175755,-0.173038603615,12.4664108119,0.000601898694282,0.000454498235629,-0.00131698850182,2.86568923474e-05,-4.30830995394e-05,0.00739110075912
108,0.00406666667,0.000260625016002,0.00025320453618,6.17483750696e-05,0,0,1,1152,0,1152,0,-19.4207219004,-14.1266479472,-34.5131624061,0.0572275246723,-0.174704944378,12.6738737782,0.000607710978542,0.000461537191596,-0.00133050964434,2.93471853818e-05,-4.35901520442e-05,0.00750925216582
109,0.00413333333,0.000235900888077,0.000227815023763,6.12335197711e-05,0,0,1,1152,0,1152,0,-19.6305533969,-14.2323783948,-34.7930161229,0.058840599921,-0.176053922579,12.8810832701,0.00061345242878,0.000468566673163,-0.00134391800285,3.00370104332e-05,-4.41006975028e-05,0.00762727769164
110,0.0042,0.000213017335556,0.000204337183273,6.01888758771e-05,0,0,1,1412,0,1412,0,-19.8402613525,-14.3378089341,-35.0720215696,0.0598949077929,-0.177885286308,13.0879769689,0.000619133254134,0.00047558606312,-0.0013572231872,3.07267465027e-05,-4.46142602122e-05,0.00774518253212
111,0.00426666667,0.00019165183604,0.000182098990152,5.9752690677e-05,0,0,1,1412,0,1412,0,-20.0496840034,-14.4430376216,-35.3500704297,0.0614511551799,-0.179291457161,13.2945894717,0.000624764533942,0.000482593416276,-0.00137043392115,3.1415021708e-05,-4.51311424365e-05,0.00786297374734
112,0.00433333333,0.000178163383533,0.000168226863248,5.86678251979e-05,0,0,1,1412,0,1412,0,-20.2590019403,-14.5481649802,-35.6275237216,0.063225463012,-0.180514698359,13.5010167343,0.000630354671853,0.000489587736843,-0.00138356037125,3.21035110818e-05,-4.56493620342e-05,0.0079806500779
113,0.0044,0.000168806021225,0.000158765973671,5.73483949745e-05,0,0,1,1412,0,1412,0,-20.4682216731,-14.6530983399,-35.9043861174,0.0645844374995,-0.182081646216,13.7072142453,0.000635909597817,0.000496568329595,-0.00139660794202,3.27872471359e-05,-4.61683956988e-05,0.00809821016382
114,0.00446666667,0.000157223212804,0.000146716462267,5.65103383854e-05,0,0,1,1412,0,1412,0,-20.6772256424,-14.7578471596,-36.180532102,0.0660116703311,-0.183588448545,13.9131676801,0.000641435186757,0.000503533982501,-0.00140958077452,3.3470214703e-05,-4.6686940325e-05,0.00821565780212
115,0.00453333333,0.000154378066353,0.000144174599135,5.51930460755e-05,0,0,1,1412,0,1412,0,-20.8860129055,-14.8623595303,-36.4559611188,0.0671308669172,-0.185342596022,14.1188454479,0.000646935972193,0.000510482351173,-0.00142248134639,3.4150711855e-05,-4.72023022732e-05,0.00833299015484
116,0.0046,0.000152883072611,0.000143064162155,5.39062092686e-05,0,0,1,1666,0,1666,0,-21.0944951802,-14.9666995535,-36.7305713338,0.0687088672838,-0.186688496848,14.3242660838,0.000652411746979,0.000517413269823,-0.00143530930813,3.48308136939e-05,-4.7712265383e-05,0.00845020857287
117,0.00466666667,0.000153496222782,0.000144220470963,5.25504154462e-05,0,0,1,1666,0,1666,0,-21.3027757482,-15.0708541813,-37.0044884501,0.0702256800828,-0.188065221954,14.5294405175,0.000657861895097,0.000524326009736,-0.00144806458698,3.5509160306e-05,-4.82157488484e-05,0.00856731262674
118,0.00473333333,0.000159762824613,0.000151616834493,5.03636339705e-05,0,0,1,1666,0,1666,0,-21.5109559593,-15.1748760142,-37.2778742296,0.0715329854158,-0.189594426806,14.7344192577,0.000663284786772,0.000531218974,-0.00146074583382,3.61839726934e-05,-4.87116030246e-05,0.00868429854978
119,0.0048,0.00016446888734,0.000156897048461,4.93288058559e-05,0,0,1,1666,0,1666,0,-21.7189489328,-15.2787464905,-37.5505624135,0.0729876524433,-0.190962163188,14.9391647036,0.000668676941603,0.000538092415152,-0.00147334924208,3.68549998838e-05,-4.91972527187e-05,0.0088011632164
120,0.00486666667,0.000163373416505,0.00015629498668,4.75683756191e-05,0,0,1,1666,0,1666,0,-21.9267800201,-15.3824280292,-37.8225610161,0.0742755898486,-0.192444592948,15.1436662948,0.00067403577475,0.000544946610736,-0.00148587311525,3.75249264632e-05,-4.96717893082e-05,0.00891791162016
121,0.00493333333,0.000173418564094,0.000167131768793,4.62706195411e-05,0,0,1,1666,0,1666,0,-22.1344413289,-15.4859587856,-38.0938365381,0.0756816949611,-0.193786103296,15.3479308799,0.000679357608757,0.000551779902594,-0.00149831258664,3.81913881583e-05,-5.01341669523e-05,0.00903453724074
122,0.005,0.000173104286515,0.000167256165821,4.46146725287e-05,0,0,1,1902,0,1902,0,-22.3419442761,-15.5893269749,-38.3643914767,0.0771555404266,-0.195034831596,15.5519597141,0.000684638789985,0.00055859425249,-0.00151066656916,3.88549393176e-05,-5.0584782421e-05,0.00915104330467
123,0.00506666667,0.000183099907035,0.000177935403935,4.31806436107e-05,0,0,1,1902,0,1902,0,-22.5493817372,-15.6925306149,-38.6343195728,0.0783038801717,-0.196521120079,15.7557633042,0.000689876518094,0.000565387138425,-0.00152293091114,3.95142577748e-05,-5.10221457445e-05,0.00926742500209
124,0.00513333333,0.000176020969202,0.000170777705751,4.26421952679e-05,0,0,1,1902,0,1902,0,-22.7565967364,-15.7955703339,-38.9034074961,0.0798024121141,-0.197670311753,15.9593083876,0.000695070021793,0.000572160906534,-0.00153510613683,4.01706782083e-05,-5.14472716151e-05,0.00938368767573
125,0.0052,0.000185178921557,0.000180657080057,4.06725019426e-05,0,0,1,1902,0,1902,0,-22.9638094978,-15.8984275056,-39.1719222121,0.0807449068111,-0.199263843206,16.1626361829,0.000700214025645,0.00057891722838,-0.00154719097418,4.08238699502e-05,-5.18603919798e-05,0.0094998273925
126,0.00526666667,0.0001835096137,0.000179126492757,3.9868256958e-05,0,0,1,1902,0,1902,0,-23.1711148141,-16.0013143883,-39.4400854409,0.0819142455617,-0.200631125419,16.3658947419,0.00070530816266,0.000585655086246,-0.00155918617416,4.1473954166e-05,-5.22623910319e-05,0.00961584808416
127,0.00533333333,0.00018160605668,0.00017736905124,3.89997369843e-05,0,0,1,1902,0,1902,0,-23.3783118902,-16.1041217312,-39.7075680196,0.0836076717058,-0.201519655196,16.5689782372,0.000710350695151,0.000592377060775,-0.00157109070752,4.21220015863e-05,-5.26548655079e-05,0.00973175154367
128,0.0054,0.000177245346,0.000173074759851,3.822355532e-05,0,0,1,2138,0,2138,0,-23.5854740189,-16.206703767,-39.9744121693,0.0846165132876,-0.202975619356,16.7718147711,0.000715343132233,0.000599082518304,-0.001582905656,4.27661833901e-05,-5.30402516001e-05,0.00984753932738
129,0.00546666667,0.00017331267458,0.000169224296253,3.7422195654e-05,0,0,1,2138,0,2138,0,-23.792569623,-16.3091892545,-40.2406445335,0.0858670478502,-0.204203096928,16.9744785566,0.000720285095384,0.000605774126058,-0.00159463405168,4.34076444611e-05,-5.34193801962e-05,0.00996321105828
130,0.00553333333,0.00016776684129,0.000163693127763,3.67460604644e-05,0,0,1,2138,0,2138,0,-23.9996250322,-16.4116214515,-40.5063191921,0.0875316731996,-0.205063684754,17.1770091047,0.000725176159971,0.000612453874638,-0.00160627815592,4.40502988324e-05,-5.37928497787e-05,0.0100787729181
131,0.0056,0.000164969495868,0.000161004863483,3.59495271451e-05,0,0,1,2138,0,2138,0,-24.206861902,-16.5139602623,-40.7717504671,0.0883903239053,-0.206613156264,17.3794415649,0.000730019662684,0.000619120728861,-0.00161784225832,4.46906247711e-05,-5.41632528175e-05,0.0101942250154
132,0.00566666667,0.000160156092886,0.000156196988128,3.53903233705e-05,0,0,1,2138,0,2138,0,-24.4139860531,-16.616216075,-41.0365417959,0.0897404344193,-0.207735420799,17.5817074337,0.000734816734004,0.000625774801612,-0.00162932552583,4.53296604797e-05,-5.45333194376e-05,0.0103095674658
133,0.00573333333,0.000174641180624,0.000171028313628,3.53391837419e-05,0,0,1,2138,0,2138,0,-24.6211481578,-16.7184594525,-41.3009725594,0.0913212428115,-0.208654407136,17.7839014162,0.000739571376568,0.000632418501164,-0.00164073612732,4.59674042306e-05,-5.49030840519e-05,0.0104248103929
134,0.0058,0.000143951268233,0.000139797857082,3.43296778465e-05,0,0,1,2374,0,2374,0,-24.8283698196,-16.8205548877,-41.5650321588,0.0922440137958,-0.210152491634,17.9859509194,0.000744285643198,0.000639052648866,-0.00165207688456,4.66075425269e-05,-5.52719742959e-05,0.0105399497005
135,0.00586666667,0.000167643352996,0.000164063034584,3.44617829887e-05,0,0,1,2374,0,2374,0,-25.0354627824,-16.9225312911,-41.8285096092,0.0934371486671,-0.211417407658,18.1878299251,0.000748963976054,0.00064567836207,-0.00166335211004,4.72460966902e-05,-5.56433210203e-05,0.0106549913476
136,0.00593333333,0.000134273204468,0.000130101585487,3.32095000215e-05,0,0,1,2374,0,2374,0,-25.2426111099,-17.0245552634,-42.091720215,0.0950398438017,-0.212328184697,18.3896868359,0.000753606526753,0.000652293830821,-0.00167456283687,4.78836240588e-05,-5.6016208222e-05,0.0107699335171
137,0.006,0.000124666591709,0.000120235504869,3.29421076616e-05,0,0,1,2374,0,2374,0,-25.4498277828,-17.1264989725,-42.3546623558,0.0962481411045,-0.21358854206,18.5914540692,0.000758217552739,0.000658898831772,-0.00168571283,4.8520659624e-05,-5.63909553828e-05,0.0108847798666
138,0.00606666667,0.000121889477518,0.000117509101897,3.23829538614e-05,0,0,1,2374,0,2374,0,-25.657077427,-17.2283853149,-42.6172917545,0.0973540949358,-0.214942865034,18.7931368522,0.000762797513418,0.000665493747304,-0.00169680296501,4.91589040275e-05,-5.67659928538e-05,0.010999531474
139,0.00613333333,0.000119282546829,0.000114926540413,3.19408247636e-05,0,0,1,2374,0,2374,0,-25.8642493323,-17.3302266353,-42.8794929328,0.0988061436666,-0.215995447229,18.9947125882,0.000767349394789,0.000672078416864,-0.00170783554695,4.97959775139e-05,-5.71424500295e-05,0.0111141861281
140,0.0062,0.00011537568903,0.00011112219061,3.10388204209e-05,0,0,1,2610,0,2610,0,-26.0715057578,-17.4320615686,-43.1415288732,0.100120864307,-0.217167071149,19.196254791,0.00077187629255,0.000678651609274,-0.00171881431085,5.0430417842e-05,-5.75204496678e-05,0.0112287449983
141,0.00626666667,0.000108433686895,0.000103921514541,3.09545355188e-05,0,0,1,2610,0,2610,0,-26.2786779711,-17.5337339557,-43.4031091477,0.101060085357,-0.218665005425,19.3976222878,0.00077638092085,0.000685212882652,-0.00172973956929,5.10630976064e-05,-5.78991182582e-05,0.0113432113639
142,0.00633333333,0.000113694831429,0.000109662078808,3.00123835309e-05,0,0,1,2610,0,2610,0,-26.4858662742,-17.6354429926,-43.6644257692,0.10243020981,-0.21978031404,19.5989628518,0.000780859861117,0.000691763153199,-0.00174061079107,5.16964532171e-05,-5.82748422848e-05,0.0114575839356
143,0.0064,0.000112209257168,0.000108282850334,2.94234892168e-05,0,0,1,2610,0,2610,0,-26.6930485848,-17.7371438765,-43.9254461536,0.104010171019,-0.220711413753,19.8002402972,0.000785315084122,0.000698300415445,-0.00175142785067,5.23298342628e-05,-5.86494221591e-05,0.0115718621596
144,0.00646666667,0.000116566910314,0.000113051465817,2.8411452917e-05,0,0,1,2610,0,2610,0,-26.9003424745,-17.8387349587,-44.1862841341,0.104758885322,-0.222352661039,20.0014266552,0.000789745707966,0.000704825208686,-0.00176219121104,5.29608749904e-05,-5.90199020812e-05,0.0116860430795
145,0.00653333333,0.000111517273492,0.000107905976059,2.81496468498e-05,0,0,1,2610,0,2610,0,-27.1075740617,-17.9403356672,-44.4467621643,0.106009992352,-0.223543678486,20.2025462384,0.000794153327473,0.000711336284958,-0.00177290058766,5.3590016399e-05,-5.93871416004e-05,0.011800129698
146,0.0066,0.000105245366623,0.000101503632221,2.78136628586e-05,0,0,1,2846,0,2846,0,-27.314624834,-18.0418273058,-44.7066792358,0.107610605823,-0.224426313632,20.403496591,0.000798538206964,0.000717835733084,-0.00178355707545,5.42232043022e-05,-5.97491503351e-05,0.0119141239899
147,0.00666666667,0.000112264238198,0.000109016931921,2.68061137168e-05,0,0,1,2846,0,2846,0,-27.5218174221,-18.1433280161,-44.9664888672,0.108919415489,-0.225536066408,20.6044353519,0.00080289868166,0.000724320695872,-0.00179415942183,5.48523355721e-05,-6.01052146245e-05,0.01202802527
148,0.00673333333,0.0001074962806,0.000104163841705,2.65583211868e-05,0,0,1,2846,0,2846,0,-27.7291083214,-18.2447844538,-45.226138439,0.109761671561,-0.22704442495,20.8053213638,0.000807237448412,0.000730790718119,-0.00180470949638,5.54794790668e-05,-6.04565789383e-05,0.0121418362454
149,0.0068,0.000108597987433,0.000105471534949,2.58704114792e-05,0,0,1,2846,0,2846,0,-27.93635458,-18.346254676,-45.4854579752,0.111066800716,-0.228130943848,21.0061487072,0.000811554194767,0.000737246014777,-0.00181520665902,5.61064418107e-05,-6.08015494608e-05,0.0122555531412
150,0.00686666667,0.000107076142738,0.000104020507593,2.53975263327e-05,0,0,1,2846,0,2846,0,-28.1434980275,-18.4476737162,-45.744331419,0.112733183075,-0.228868696661,21.2068592005,0.000815847163339,0.000743688466481,-0.00182565047333,5.67299527859e-05,-6.11387730151e-05,0.012369176826
151,0.00693333333,0.000109079228862,0.000106221494542,2.48046823511e-05,0,0,1,2846,0,2846,0,-28.350779264,-18.549028773,-46.0030889483,0.113635285281,-0.230267988258,21.4075158392,0.000820118607406,0.000750115268821,-0.00183604240427,5.73526550207e-05,-6.14700087932e-05,0.0124827089235
152,0.007,0.00010473585944,0.000101797442774,2.46349527587e-05,0,0,1,3070,0,3070,0,-28.5580150858,-18.6503950727,-46.2614985373,0.115057981172,-0.23118738114,21.6081116061,0.00082436667773,0.000756528550637,-0.00184638173929,5.79731276909e-05,-6.17948313646e-05,0.0125961517016
153,0.00706666667,9.93305893279e-05,9.63694552284e-05,2.4072683174e-05,0,0,1,3070,0,3070,0,-28.7651388597,-18.7516349299,-46.5194292936,0.116374446771,-0.232186883591,21.8085448308,0.000828592162641,0.00076292884935,-0.00185666898392,5.85932266222e-05,-6.21139067829e-05,0.0127095078413
154,0.00713333333,0.000100756368017,9.79457921064e-05,2.36319170757e-05,0,0,1,3070,0,3070,0,-28.9724198492,-18.8529322936,-46.7773157923,0.117628846587,-0.233222752253,22.0090118694,0.000832795621733,0.000769314664002,-0.00186690617972,5.92098342785e-05,-6.24283943042e-05,0.0128227791182
155,0.0072,9.93080628477e-05,9.65412104317e-05,2.32784457159e-05,0,0,1,3070,0,3070,0,-29.1796740883,-18.9540945125,-47.0348303292,0.118465819713,-0.234619190744,22.2093369296,0.000836975781269,0.000775688967203,-0.00187709296621,5.98266161091e-05,-6.27383212087e-05,0.0129359632509
156,0.00726666667,9.88880605563e-05,9.61969250246e-05,2.29128814511e-05,0,0,1,3070,0,3070,0,-29.3870065921,-19.0553094352,-47.2921911192,0.119568662168,-0.23577222477,22.4096679749,0.000841132894629,0.000782051169833,-0.00188723076738,6.04430914061e-05,-6.30441240756e-05,0.0130490617284
157,0.00733333333,9.71512851522e-05,9.45635237591e-05,2.22735758465e-05,0,0,1,3070,0,3070,0,-29.5943325496,-19.1565349219,-47.5492702849,0.120969210841,-0.236650196293,22.6099567468,0.000845266881006,0.000788401508836,-0.00189731920228,6.10584147102e-05,-6.33459038368e-05,0.0131620754709
158,0.0074,9.33787260319e-05,9.06654309266e-05,2.23465010736e-05,0,0,1,3286,0,3286,0,-29.8017523811,-19.2577581949,-47.8062085116,0.122220380376,-0.237652056398,22.8102254633,0.000849379508736,0.00079474010318,-0.00190736086239,6.16714119297e-05,-6.36455880146e-05,0.0132750069013
159,0.00746666667,8.7296298967e-05,8.45411951423e-05,2.17584497896e-05,0,0,1,3286,0,3286,0,-30.0090548752,-19.3588607267,-48.0626830026,0.123461201182,-0.238654244386,23.0103428887,0.00085347109361,0.00080106807609,-0.00191735540842,6.22815502408e-05,-6.39442680159e-05,0.0133878600656
