# build=c162833edc6059a2e5122e3a8e8dfb0a46a3e9f3 driver=Tries/response-curve-matrix/model/harness/drive.py cell=D-L scale=coarse date=2026-09-07 k=1.000000e-02 rate=None path=static
# push driver: sp-loadcontrol — the fork's own idiom (`Ladruno_files/testbed/hypo_bearing/bearing_backbone.py`, `sanisand_tau0_band.py`): `loadConst -time uz0` at the S4 settlement datum, a `Linear` series, `sp <platen node> 3 1.0`, and `integrator LoadControl -ds` a step on the SP platen.  PSEUDO-TIME IS THE SETTLEMENT, so `ops_Dt` is d(s) — positive, monotone, and smaller under subdivision rather than turned round — which is the clock ADR 92 D2's default `-implexDt pseudo` is correct on, and which leaves the D2 sign-change guard live as a limit-point detector.
# `time` on this curve is PSEUDO-TIME AND PSEUDO-TIME IS THE SETTLEMENT: it is a metre, it starts at the S4 datum uz0 and it walks down by ds a step, so s_m = uz0 - time exactly.  It is NOT a load factor and NOT a second.  `Q_check_kN` is the summed PLATEN reaction, not `getTime()`; `Q_kN` is the base-reaction difference and is unchanged in meaning from every other leg
# integrator: newton   ladder=strict   element=LadrunoBrick   rungs=Newton:25:x1.0|NewtonLineSearch:40:x1.0   `relaxed` is the index of the rung that carried the step
# tangent: TanType 2 -- 2 = mCep_Consistent, the CONSISTENT (algorithmic) tangent -- unsymmetric under non-associated flow, which is why `system Pardiso` at its default unsymmetric mtype 11 is the declared solver
# test: NormUnbalance declared 1e-05, absolute 5.997400e-02 -- RELATIVE to the model's own weight: 1e-05 x W_ref = 5.997400e-02 kN, with W_ref = 5997.4000 kN (gamma' * V on the ndf-3 twin + surcharge 700.0000 kN).  The same relative number is the same physical requirement on every mesh of the refinement sequence, which is the whole reason it is declared this way (ADR 90 section 1.2.2)
# stress update: IMPL-EX (`-implex` -implexControl 0.1 0.01 -maxSubsteps 20000).  Every global iteration sees a LINEAR EXTRAPOLATION from the last committed step; the true substepped return runs ONCE, at commitState, and the committed state is always the implicit one.  dt source: `pseudo` (the fork's default, ADR 92 D2)
# READ THIS BEFORE QUOTING A LIMIT POINT off this curve: it satisfies equilibrium with the EXTRAPOLATED stress, not the implicit one, so a peak, plateau or capacity here IS NOT EVIDENCE ON ITS OWN.  Confirm it on the implicit material, over the OVERLAP ONLY (two arms disagreeing past where the implicit run reaches proves nothing either way), and quote `implex_err_max` beside the verdict.  IMPL-EX is a REGULARIZER whose parameter is the STEP SIZE and which carries NO LENGTH, so no band width and no post-peak branch off this curve is mesh-independent (guide sect. 8 and What it does not do)
# implex_err_max = max |implexError| over EVERY SANISAND Gauss point at that row's commit -- a true max, not a sample, because the point about to be wrong is the one under the footing edge
# residual pressure: -Presidual 1.01 kPa on EVERY `LadrunoSANISAND` tag of this leg -- THE VANILLA TWIN: 1.01 kPa is vanilla `ManzariDafalias`'s own hardcoded 1.0e-2 * P_atm (ManzariDafalias.cpp:836), measured bit-identical to vanilla over 400 rows at G1, so this is vanilla's soil reached through the class that carries `-implex`.  -Pmin 0.0101 kPa
# subdivision budget: 60 failed attempts, CUMULATIVE over the whole push and never repaid on a success; ds halves on each and regrows to ds_max after 6 successes, ds_min 1.95e-07 m
# ladder strict: the sheet's KrylovNewton rung at TEN TIMES the declared tolerance is DROPPED, so no state on this curve was committed at a tolerance the leg did not declare.  `relaxed` can only be 0 or 1 here; on a full-ladder curve it can be 2
# element: the DRAINED ndf-3 `LadrunoBrick` TWIN — the same mesh, the same material and the same footing with the pressure DOF REMOVED and the buoyant unit weight applied directly as -b 0 0 -9.81 (a FORCE PER UNIT VOLUME).  `p_min_kPa` is NaN on every row BY CONSTRUCTION; the cavitation detector and the far-field pore-pressure gate are SKIPPED with a reason, and the base-reaction gate is recomputed at gamma'*V
# ring point: element tag 4047 at centroid (+1.250, +0.250, -0.250) m, Gauss point 5 of 8 at (+1.1057, +0.1057, -0.1057) m.  top element row (max centroid z), first centroid outboard of the measured footprint x_max, smallest y; Gauss point nearest small x, small y, large z.  S8g: the band is one element wide in the row that owns the free surface and its peak sits at the first element wholly outside the loaded region
# ring_clamp_fired = implexDetail[3], the p_min clamp inside the EXTRAPOLATED update on this step at that one point; ring_clamp_count = implexDetail[4], the same clamp's cumulative count; ring_ref_* = the four implexRefusals slots (total, D2 pseudo-time sign change, past -implexControl, companion hit -maxSubsteps).  THE LEDGER IS PROCESS-WIDE and the clamp census is ONE POINT: a rise in the ledger on a step where this clamp fired is evidence about this point, and a rise on a step where it did not is evidence that the refusal was somewhere else
step,time,s_m,s_over_B,Q_kN,k_norm,k_norm_firststep,Q_check_kN,Rz_base_kN,p_min_kPa,ds_m,relaxed,cum_iter,wall_s,implex_err_max,ring_clamp_fired,ring_clamp_count,ring_ref_total,ring_ref_sign_change,ring_ref_control,ring_ref_companion
108,-0.00916019404,0.00815,0.00543333333,640.50936,1.37161125,0.67464089,640.438286,6637.90936,nan,0.0001,0,231,287.893784,0.0297071256,0,0,221,0,221,0
109,-0.00926019404,0.00825,0.0055,652.490265,1.37562075,0.676613001,652.521013,6649.89027,nan,0.0001,0,233,291.131427,0.0399939334,0,0,221,0,221,0
110,-0.00936019404,0.00835,0.00556666667,664.962192,1.38001801,0.678775839,665.035429,6662.36219,nan,0.0001,0,235,294.374755,0.022484745,0,0,221,0,221,0
111,-0.00946019404,0.00845,0.00563333333,677.190894,1.38473193,0.681094427,677.247844,6674.59089,nan,0.0001,0,237,297.600942,0.0103169606,0,0,221,0,221,0
112,-0.00956019404,0.00855,0.0057,688.879525,1.38966169,0.68351918,688.899688,6686.27953,nan,0.0001,0,239,300.885857,0.00990090727,0,0,221,0,221,0
113,-0.00966019404,0.00865,0.00576666667,700.084788,1.39472365,0.686008958,700.075747,6697.48479,nan,0.0001,0,241,304.067585,0.00854728198,0,0,221,0,221,0
114,-0.00976019404,0.00875,0.00583333333,711.010371,1.39986679,0.688538662,710.990068,6708.41037,nan,0.0001,0,243,307.221931,0.00699633698,0,0,221,0,221,0
115,-0.00986019404,0.00885,0.0059,721.859749,1.40506873,0.691097291,721.843925,6719.25975,nan,0.0001,0,245,310.397095,0.00482807468,0,0,221,0,221,0
116,-0.00996019404,0.00895,0.00596666667,732.746952,1.41032219,0.693681256,732.741865,6730.14695,nan,0.0001,0,247,313.549307,0.00275368698,0,0,221,0,221,0
117,-0.010060194,0.00905,0.00603333333,743.685902,1.41562204,0.696288043,743.690023,6741.0859,nan,0.0001,0,249,316.701491,0.00257042553,0,0,221,0,221,0
118,-0.010160194,0.00915,0.0061,754.636261,1.42095925,0.698913202,754.644143,6752.03626,nan,0.0001,0,251,319.869416,0.00259399536,0,0,221,0,221,0
119,-0.010260194,0.00925,0.00616666667,765.546761,1.42632017,0.701550026,765.55377,6762.94676,nan,0.0001,0,253,323.100759,0.00312647064,0,0,221,0,221,0
120,-0.010360194,0.00935,0.00623333333,776.382531,1.43168888,0.70419068,776.386238,6773.78253,nan,0.0001,0,255,326.282529,0.00370658923,0,0,221,0,221,0
121,-0.010460194,0.00945,0.0063,787.131713,1.43704979,0.706827501,787.131894,6784.53171,nan,0.0001,0,257,329.448304,0.00372656986,0,0,221,0,221,0
122,-0.010560194,0.00955,0.00636666667,797.800026,1.44238944,0.70945386,797.798013,6795.20003,nan,0.0001,0,259,332.615132,0.00335718828,0,0,221,0,221,0
123,-0.010660194,0.00965,0.00643333333,808.399455,1.44769685,0.712064364,808.396873,6805.79946,nan,0.0001,0,261,335.772527,0.00272810807,0,0,221,0,221,0
124,-0.010760194,0.00975,0.0065,818.942337,1.45296336,0.714654747,818.940593,6816.34234,nan,0.0001,0,263,339.027751,0.00215244455,0,0,221,0,221,0
125,-0.010860194,0.00985,0.00656666667,829.440032,1.45818223,0.717221703,829.439036,6826.84003,nan,0.0001,0,265,342.347975,0.00208106773,0,0,221,0,221,0
126,-0.010960194,0.00995,0.00663333333,839.895498,1.46334774,0.719762414,839.895931,6837.2955,nan,0.0001,0,267,345.578228,0.0019166907,0,0,221,0,221,0
127,-0.011060194,0.01005,0.0067,850.315861,1.46845544,0.722274685,850.316593,6847.71586,nan,0.0001,0,269,348.785136,0.00154689043,0,0,221,0,221,0
128,-0.011160194,0.01015,0.00676666667,860.702519,1.47350148,0.724756631,860.703689,6858.10252,nan,0.0001,0,271,352.03631,0.00162849708,0,0,221,0,221,0
129,-0.011260194,0.01025,0.00683333333,871.060754,1.47848295,0.727206818,871.061698,6868.46075,nan,0.0001,0,273,355.22373,0.00199354088,0,0,221,0,221,0
130,-0.011360194,0.01035,0.0069,881.393937,1.48339759,0.729624133,881.395123,6878.79394,nan,0.0001,0,275,358.41277,0.0021079278,0,0,221,0,221,0
131,-0.011460194,0.01045,0.00696666667,891.707607,1.4882439,0.732007841,891.708452,6889.10761,nan,0.0001,0,277,361.61447,0.00205879408,0,0,221,0,221,0
132,-0.011560194,0.01055,0.00703333333,902.003971,1.49302082,0.734357418,902.00509,6899.40397,nan,0.0001,0,279,364.81917,0.00187771552,0,0,221,0,221,0
133,-0.011660194,0.01065,0.0071,912.286773,1.49772779,0.736672586,912.287597,6909.68677,nan,0.0001,0,281,367.972665,0.00159885972,0,0,221,0,221,0
134,-0.011760194,0.01075,0.00716666667,922.556786,1.50236445,0.738953174,922.55794,6919.95679,nan,0.0001,0,283,371.212845,0.00135138291,0,0,221,0,221,0
135,-0.011860194,0.01085,0.00723333333,932.815916,1.50693073,0.741199149,932.81697,6930.21592,nan,0.0001,0,285,374.390372,0.00113169919,0,0,221,0,221,0
136,-0.011960194,0.01095,0.0073,943.064173,1.5114267,0.743410534,943.065453,6940.46417,nan,0.0001,0,287,377.603054,0.00105440869,0,0,221,0,221,0
137,-0.012060194,0.01105,0.00736666667,953.302805,1.51585258,0.745587447,953.303738,6950.7028,nan,0.0001,0,289,380.828025,0.000872735975,0,0,221,0,221,0
138,-0.012160194,0.01115,0.00743333333,963.530298,1.52020857,0.747729988,963.531522,6960.9303,nan,0.0001,0,291,384.069637,0.000778203932,0,0,221,0,221,0
139,-0.012260194,0.01125,0.0075,973.747943,1.52449507,0.749838345,973.749051,6971.14794,nan,0.0001,0,293,387.294434,0.000801624115,0,0,221,0,221,0
140,-0.012360194,0.01135,0.00756666667,983.954427,1.52871242,0.75191269,983.955523,6981.35443,nan,0.0001,0,295,390.479895,0.000913728012,0,0,221,0,221,0
141,-0.012460194,0.01145,0.00763333333,994.149928,1.53286104,0.753953233,994.150846,6991.54993,nan,0.0001,0,297,393.677073,0.000971072046,0,0,221,0,221,0
142,-0.012560194,0.01155,0.0077,1004.33348,1.53694136,0.75596018,1004.33467,7001.73348,nan,0.0001,0,299,396.904238,0.000956551231,0,0,221,0,221,0
143,-0.012660194,0.01165,0.00776666667,1014.50645,1.54095395,0.75793381,1014.50725,7011.90645,nan,0.0001,0,301,400.147699,0.000855969896,0,0,221,0,221,0
144,-0.012760194,0.01175,0.00783333333,1024.66797,1.54489934,0.759874393,1024.66904,7022.06797,nan,0.0001,0,303,403.360152,0.000741024002,0,0,221,0,221,0
145,-0.012860194,0.01185,0.0079,1034.81918,1.54877821,0.761782255,1034.81994,7032.21918,nan,0.0001,0,305,406.52363,0.000721786337,0,0,221,0,221,0
146,-0.012960194,0.01195,0.00796666667,1044.95965,1.55259123,0.763657726,1044.96051,7042.35965,nan,0.0001,0,307,409.729318,0.000681214037,0,0,221,0,221,0
147,-0.013060194,0.01205,0.00803333333,1055.0907,1.55633917,0.765501188,1055.09147,7052.4907,nan,0.0001,0,309,412.91025,0.000593840168,0,0,221,0,221,0
148,-0.013160194,0.01215,0.0081,1065.21282,1.56002286,0.767313048,1065.21377,7062.61282,nan,0.0001,0,311,416.163038,0.000487358748,0,0,221,0,221,0
149,-0.013260194,0.01225,0.00816666667,1075.32776,1.56364325,0.769093772,1075.32817,7072.72776,nan,0.0001,0,313,419.390307,0.000358368928,0,0,221,0,221,0
150,-0.013360194,0.01235,0.00823333333,1085.43475,1.56720123,0.770843804,1085.43582,7082.83475,nan,0.0001,0,315,422.56718,0.000393263824,0,0,221,0,221,0
151,-0.013460194,0.01245,0.0083,1095.53668,1.57069789,0.772563673,1095.53746,7092.93668,nan,0.0001,0,317,425.796832,0.000431560959,0,0,221,0,221,0
152,-0.013560194,0.01255,0.00836666667,1105.63299,1.57413426,0.774253886,1105.63374,7103.03299,nan,0.0001,0,319,429.013927,0.000462390131,0,0,221,0,221,0
153,-0.013660194,0.01265,0.00843333333,1115.72467,1.57751142,0.775914974,1115.7254,7113.12467,nan,0.0001,0,321,432.198476,0.000511727315,0,0,221,0,221,0
154,-0.013760194,0.01275,0.0085,1125.81154,1.58083042,0.777547456,1125.81251,7123.21154,nan,0.0001,0,323,435.388825,0.000509367137,0,0,221,0,221,0
155,-0.013860194,0.01285,0.00856666667,1135.89588,1.58409242,0.779151905,1135.89657,7133.29588,nan,0.0001,0,325,438.571367,0.000527230117,0,0,221,0,221,0
156,-0.013960194,0.01295,0.00863333333,1145.97602,1.58729848,0.780728839,1145.97691,7143.37602,nan,0.0001,0,327,441.75671,0.000491610112,0,0,221,0,221,0
157,-0.014060194,0.01305,0.0087,1156.05402,1.59044974,0.782278819,1156.05464,7153.45402,nan,0.0001,0,329,444.982778,0.000473731016,0,0,221,0,221,0
158,-0.014160194,0.01315,0.00876666667,1166.12877,1.59354726,0.783802366,1166.12944,7163.52877,nan,0.0001,0,331,448.182066,0.000462834241,0,0,221,0,221,0
159,-0.014260194,0.01325,0.00883333333,1176.20084,1.59659211,0.785300007,1176.2017,7173.60084,nan,0.0001,0,333,451.382566,0.000441513839,0,0,221,0,221,0
160,-0.014360194,0.01335,0.0089,1186.27051,1.59958535,0.786772263,1186.2711,7183.67051,nan,0.0001,0,335,454.607864,0.000427442426,0,0,221,0,221,0
161,-0.014460194,0.01345,0.00896666667,1196.33742,1.602528,0.788219634,1196.33806,7193.73742,nan,0.0001,0,337,457.790303,0.000410750339,0,0,221,0,221,0
162,-0.014560194,0.01355,0.00903333333,1206.40143,1.60542105,0.789642607,1206.40216,7203.80143,nan,0.0001,0,339,461.000834,0.000391966771,0,0,221,0,221,0
163,-0.014660194,0.01365,0.0091,1216.4629,1.60826548,0.791041668,1216.46364,7213.8629,nan,0.0001,0,341,464.226439,0.000385223739,0,0,221,0,221,0
164,-0.014760194,0.01375,0.00916666667,1226.52319,1.61106232,0.792417323,1226.52367,7223.92319,nan,0.0001,0,343,467.392457,0.000356207543,0,0,221,0,221,0
165,-0.014860194,0.01385,0.00923333333,1236.58105,1.61381252,0.793770037,1236.58163,7233.98105,nan,0.0001,0,345,470.588661,0.000323660295,0,0,221,0,221,0
166,-0.014960194,0.01395,0.0093,1246.63697,1.61651703,0.795100276,1246.63764,7244.03697,nan,0.0001,0,347,473.797246,0.000297481646,0,0,221,0,221,0
167,-0.015060194,0.01405,0.00936666667,1256.69188,1.61917681,0.796408516,1256.69255,7254.09188,nan,0.0001,0,349,477.013185,0.000273157291,0,0,221,0,221,0
168,-0.015160194,0.01415,0.00943333333,1266.7454,1.62179278,0.797695211,1266.74605,7264.1454,nan,0.0001,0,351,480.269971,0.00026337828,0,0,221,0,221,0
169,-0.015260194,0.01425,0.0095,1276.79813,1.62436589,0.798960821,1276.79876,7274.19813,nan,0.0001,0,353,483.508699,0.00025593532,0,0,221,0,221,0
170,-0.015360194,0.01435,0.00956666667,1286.85017,1.62689704,0.800205791,1286.8507,7284.25017,nan,0.0001,0,355,486.809579,0.000249562086,0,0,221,0,221,0
171,-0.015460194,0.01445,0.00963333333,1296.90196,1.62938713,0.801430569,1296.90252,7294.30196,nan,0.0001,0,357,490.034403,0.00024629171,0,0,221,0,221,0
172,-0.015560194,0.01455,0.0097,1306.95384,1.63183707,0.802635596,1306.95463,7304.35384,nan,0.0001,0,359,493.271171,0.000237716579,0,0,221,0,221,0
173,-0.015660194,0.01465,0.00976666667,1317.00652,1.63424776,0.803821316,1317.00705,7314.40652,nan,0.0001,0,361,496.473457,0.000216611081,0,0,221,0,221,0
174,-0.015760194,0.01475,0.00983333333,1327.05964,1.63662005,0.804988153,1327.06023,7324.45964,nan,0.0001,0,363,499.651234,0.000212693845,0,0,221,0,221,0
175,-0.015860194,0.01485,0.0099,1337.1132,1.6389548,0.806136521,1337.11382,7334.5132,nan,0.0001,0,365,502.886245,0.000208346079,0,0,221,0,221,0
176,-0.015960194,0.01495,0.00996666667,1347.16768,1.64125282,0.80726683,1347.16833,7344.56768,nan,0.0001,0,367,506.119539,0.000219353654,0,0,221,0,221,0
177,-0.016060194,0.01505,0.0100333333,1357.22313,1.64351495,0.80837948,1357.22367,7354.62313,nan,0.0001,0,369,509.300978,0.000239255084,0,0,221,0,221,0
178,-0.016160194,0.01515,0.0101,1367.27924,1.64927451,0.811212377,1367.27976,7364.67924,nan,0.0001,0,371,513.105925,0.000246130135,0,0,221,0,221,0
179,-0.016260194,0.01525,0.0101666667,1377.33642,1.6568845,0.814955426,1377.33686,7374.73642,nan,0.0001,0,373,516.358876,0.000265787618,0,0,221,0,221,0
180,-0.016360194,0.01535,0.0102333333,1387.39421,1.66201047,0.81747669,1387.39483,7384.79421,nan,0.0001,0,375,519.601984,0.000268450014,0,0,221,0,221,0
181,-0.016460194,0.01545,0.0103,1397.45337,1.66727557,0.820066383,1397.45389,7394.85337,nan,0.0001,0,377,522.851095,0.000272955815,0,0,221,0,221,0
182,-0.016560194,0.01555,0.0103666667,1407.51365,1.67266503,0.822717242,1407.51393,7404.91365,nan,0.0001,0,379,526.092403,0.000293956191,0,0,221,0,221,0
183,-0.016660194,0.01565,0.0104333333,1417.57404,1.67816162,0.825420796,1417.57457,7414.97404,nan,0.0001,0,381,529.322968,0.000260514077,0,0,221,0,221,0
184,-0.016760194,0.01575,0.0105,1427.63581,1.68375396,0.828171443,1427.6363,7425.03581,nan,0.0001,0,383,532.541352,0.00027978326,0,0,221,0,221,0
185,-0.016860194,0.01585,0.0105666667,1437.69788,1.68943595,0.830966187,1437.69828,7435.09788,nan,0.0001,0,385,535.740031,0.000291098831,0,0,221,0,221,0
186,-0.016960194,0.01595,0.0106333333,1447.76185,1.69520592,0.833804208,1447.76223,7445.16185,nan,0.0001,0,387,538.968444,0.000251211982,0,0,221,0,221,0
187,-0.017060194,0.01605,0.0107,1457.82618,1.70106472,0.836685916,1457.82647,7455.22618,nan,0.0001,0,389,542.165519,0.000273356954,0,0,221,0,221,0
188,-0.017160194,0.01615,0.0107666667,1467.89129,1.70701425,0.839612253,1467.89173,7465.29129,nan,0.0001,0,391,545.372505,0.000253294587,0,0,221,0,221,0
189,-0.017260194,0.01625,0.0108333333,1477.95796,1.71305718,0.84258453,1477.95821,7475.35796,nan,0.0001,0,393,548.619426,0.000240946715,0,0,221,0,221,0
190,-0.017360194,0.01635,0.0109,1488.02658,1.71919699,0.845604456,1488.0268,7485.42658,nan,0.0001,0,395,551.850236,0.000213339441,0,0,221,0,221,0
191,-0.017460194,0.01645,0.0109666667,1498.09549,1.72543812,0.848674219,1498.09601,7495.49549,nan,0.0001,0,397,555.080503,0.000203635421,0,0,221,0,221,0
192,-0.017560194,0.01655,0.0110333333,1508.16703,1.73178628,0.851796627,1508.16726,7505.56703,nan,0.0001,0,399,558.325731,0.000195402662,0,0,221,0,221,0
193,-0.017660194,0.01665,0.0111,1518.23922,1.73824851,0.854975141,1518.23958,7515.63922,nan,0.0001,0,401,561.575633,0.000176391054,0,0,221,0,221,0
194,-0.017760194,0.01675,0.0111666667,1528.31395,1.7448333,0.858213937,1528.31423,7525.71395,nan,0.0001,0,403,564.846694,0.000184972378,0,0,221,0,221,0
195,-0.017860194,0.01685,0.0112333333,1538.39001,1.75155062,0.861517916,1538.39045,7535.79001,nan,0.0001,0,405,568.105358,0.000160164369,0,0,221,0,221,0
196,-0.017960194,0.01695,0.0113,1548.46877,1.75841205,0.86489278,1548.46918,7545.86877,nan,0.0001,0,407,571.410126,0.000163802597,0,0,221,0,221,0
197,-0.018060194,0.01705,0.0113666667,1558.54984,1.76543094,0.868345094,1558.55012,7555.94984,nan,0.0001,0,409,574.705394,0.000165752359,0,0,221,0,221,0
198,-0.018160194,0.01715,0.0114333333,1568.63338,1.77262273,0.871882446,1568.63353,7566.03338,nan,0.0001,0,411,577.948091,0.000170768264,0,0,221,0,221,0
199,-0.018260194,0.01725,0.0115,1578.71907,1.7800051,0.875513541,1578.71946,7576.11907,nan,0.0001,0,413,581.207612,0.000175128458,0,0,221,0,221,0
200,-0.018360194,0.01735,0.0115666667,1588.80714,1.78759851,0.879248436,1588.80752,7586.20714,nan,0.0001,0,415,584.495854,0.000179105658,0,0,221,0,221,0
201,-0.018460194,0.01745,0.0116333333,1598.89835,1.79199035,0.881408607,1598.89865,7596.29835,nan,0.0001,0,417,587.762769,0.000170413356,0,0,221,0,221,0
202,-0.018560194,0.01755,0.0117,1608.99176,1.79631394,0.883535211,1608.99186,7606.39176,nan,0.0001,0,419,591.049593,0.000180400279,0,0,221,0,221,0
203,-0.018660194,0.01765,0.0117666667,1619.08717,1.80056883,0.88562802,1619.08777,7616.48717,nan,0.0001,0,421,594.291188,0.000172171436,0,0,221,0,221,0
204,-0.018760194,0.01775,0.0118333333,1629.18689,1.80475178,0.887685445,1629.18703,7626.58689,nan,0.0001,0,423,597.615213,0.000181014731,0,0,221,0,221,0
205,-0.018860194,0.01785,0.0119,1639.2878,1.8088586,0.889705429,1639.28804,7636.6878,nan,0.0001,0,425,600.840277,0.000182395869,0,0,221,0,221,0
206,-0.018960194,0.01795,0.0119666667,1649.39228,1.8128861,0.891686395,1649.39229,7646.79228,nan,0.0001,0,427,604.061311,0.000187838671,0,0,221,0,221,0
207,-0.019060194,0.01805,0.0120333333,1659.49827,1.81683199,0.893627223,1659.49887,7656.89827,nan,0.0001,0,429,607.264931,0.00018495046,0,0,221,0,221,0
208,-0.019160194,0.01815,0.0121,1669.60804,1.82069471,0.89552714,1669.6082,7667.00804,nan,0.0001,0,431,610.470378,0.000186716386,0,0,221,0,221,0
209,-0.019260194,0.01825,0.0121666667,1679.71965,1.82447282,0.897385442,1679.71999,7677.11965,nan,0.0001,0,433,613.715161,0.000187038839,0,0,221,0,221,0
210,-0.019360194,0.01835,0.0122333333,1689.83485,1.82816496,0.899201456,1689.83473,7687.23485,nan,0.0001,0,435,616.924337,0.00019603013,0,0,221,0,221,0
211,-0.019460194,0.01845,0.0123,1699.95186,1.83176959,0.900974433,1699.9523,7697.35186,nan,0.0001,0,437,620.119366,0.000177065473,0,0,221,0,221,0
212,-0.019560194,0.01855,0.0123666667,1710.0723,1.83528524,0.902703637,1710.07241,7707.4723,nan,0.0001,0,439,623.341562,0.000192368442,0,0,221,0,221,0
213,-0.019660194,0.01865,0.0124333333,1720.19484,1.83871024,0.904388259,1720.19511,7717.59484,nan,0.0001,0,441,626.538117,0.00019699062,0,0,221,0,221,0
214,-0.019760194,0.01875,0.0125,1730.31991,1.84204293,0.906027476,1730.31982,7727.71991,nan,0.0001,0,443,629.755361,0.000177683915,0,0,221,0,221,0
215,-0.019860194,0.01885,0.0125666667,1740.44719,1.84528157,0.907620437,1740.44773,7737.84719,nan,0.0001,0,445,633.046598,0.000175757049,0,0,221,0,221,0
216,-0.019960194,0.01895,0.0126333333,1750.57928,1.84842456,0.909166346,1750.57919,7747.97928,nan,0.0001,0,447,636.280132,0.000176172189,0,0,221,0,221,0
217,-0.020060194,0.01905,0.0127,1760.7129,1.85147005,0.9106643,1760.71305,7758.1129,nan,0.0001,0,449,639.453384,0.000163142552,0,0,221,0,221,0
218,-0.020160194,0.01915,0.0127666667,1770.84998,1.85441629,0.912113441,1770.84991,7768.24998,nan,0.0001,0,451,642.683151,0.000163156306,0,0,221,0,221,0
219,-0.020260194,0.01925,0.0128333333,1780.98955,1.85726155,0.913512911,1780.99003,7778.38955,nan,0.0001,0,453,645.907266,0.000162494393,0,0,221,0,221,0
220,-0.020360194,0.01935,0.0129,1791.13267,1.86000409,0.914861854,1791.13271,7788.53267,nan,0.0001,0,455,649.120858,0.000151266999,0,0,221,0,221,0
221,-0.020460194,0.01945,0.0129666667,1801.27815,1.86264215,0.916159412,1801.2782,7798.67815,nan,0.0001,0,457,652.311176,0.000150358352,0,0,221,0,221,0
222,-0.020560194,0.01955,0.0130333333,1811.4267,1.86517406,0.917404756,1811.42661,7808.8267,nan,0.0001,0,459,655.475184,0.00015211297,0,0,221,0,221,0
223,-0.020660194,0.01965,0.0131,1821.57704,1.86759809,0.91859704,1821.57732,7818.97704,nan,0.0001,0,461,658.693277,0.000161090943,0,0,221,0,221,0
224,-0.020760194,0.01975,0.0131666667,1831.73095,1.86991268,0.919735497,1831.73109,7829.13095,nan,0.0001,0,463,661.863363,0.000148742442,0,0,221,0,221,0
225,-0.020860194,0.01985,0.0132333333,1841.88784,1.87211625,0.920819344,1841.88785,7839.28784,nan,0.0001,0,465,665.028201,0.000146895798,0,0,221,0,221,0
226,-0.020960194,0.01995,0.0133,1852.04798,1.87420725,0.921847823,1852.04779,7849.44798,nan,0.0001,0,467,668.231055,0.000148027393,0,0,221,0,221,0
227,-0.021060194,0.02005,0.0133666667,1862.20983,1.87618409,0.922820153,1862.21017,7859.60983,nan,0.0001,0,469,671.427464,0.000141484666,0,0,221,0,221,0
228,-0.021160194,0.02015,0.0134333333,1872.37646,1.87804536,0.923735637,1872.37647,7869.77646,nan,0.0001,0,471,674.662489,0.000165068715,0,0,221,0,221,0
229,-0.021260194,0.02025,0.0135,1882.54427,1.8797895,0.924593509,1882.54447,7879.94427,nan,0.0001,0,473,677.896194,0.00015398728,0,0,221,0,221,0
230,-0.021360194,0.02035,0.0135666667,1892.71667,1.88141513,0.925393092,1892.71624,7890.11667,nan,0.0001,0,475,681.150169,0.000140705334,0,0,221,0,221,0
231,-0.021460194,0.02045,0.0136333333,1902.89077,1.88292072,0.926133631,1902.89122,7900.29077,nan,0.0001,0,477,684.35544,0.000153962083,0,0,221,0,221,0
232,-0.021560194,0.02055,0.0137,1913.06844,1.88430489,0.926814452,1913.06854,7910.46844,nan,0.0001,0,479,687.57105,0.000153157433,0,0,221,0,221,0
233,-0.021660194,0.02065,0.0137666667,1923.24988,1.88556624,0.927434859,1923.24969,7920.64988,nan,0.0001,0,481,690.808869,0.000161033571,0,0,221,0,221,0
234,-0.021760194,0.02075,0.0138333333,1933.43376,1.88670332,0.927994142,1933.43385,7930.83376,nan,0.0001,0,483,694.02615,0.000144249283,0,0,221,0,221,0
235,-0.021860194,0.02085,0.0139,1943.62095,1.8877147,0.928491598,1943.62096,7941.02095,nan,0.0001,0,485,697.276438,0.000157348749,0,0,221,0,221,0
236,-0.021960194,0.02095,0.0139666667,1953.81182,1.88859899,0.928926548,1953.81186,7951.21182,nan,0.0001,0,487,700.491192,0.000147962294,0,0,221,0,221,0
237,-0.022060194,0.02105,0.0140333333,1964.00531,1.88935473,0.929298267,1964.00541,7961.40531,nan,0.0001,0,489,703.752325,0.00014507201,0,0,221,0,221,0
238,-0.022160194,0.02115,0.0141,1974.2024,1.88998051,0.929606064,1974.20226,7971.6024,nan,0.0001,0,491,707.001199,0.000140569846,0,0,221,0,221,0
239,-0.022260194,0.02125,0.0141666667,1984.40157,1.89047483,0.929849196,1984.40202,7981.80157,nan,0.0001,0,493,710.187756,0.000141122606,0,0,221,0,221,0
240,-0.022360194,0.02135,0.0142333333,1994.60552,1.89083636,0.930027018,1994.60525,7992.00552,nan,0.0001,0,495,713.41416,0.000137065945,0,0,221,0,221,0
241,-0.022460194,0.02145,0.0143,2004.81244,1.89106364,0.93013881,2004.81232,8002.21244,nan,0.0001,0,497,716.601568,0.000143379373,0,0,221,0,221,0
242,-0.022560194,0.02155,0.0143666667,2015.02258,1.89115526,0.930183872,2015.02248,8012.42258,nan,0.0001,0,499,719.839952,0.000145708601,0,0,221,0,221,0
